"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000167996"	"OK"	"negbinomial.size"	2.20935777715446e-236	6.30625744392315e-234	"ENSG00000167996"	"FTH1"	9437	TRUE
"ENSG00000214756"	"OK"	"negbinomial.size"	4.62925852797534e-145	7.78126922346789e-143	"ENSG00000214756"	"METTL12"	4765	FALSE
"ENSG00000176485"	"OK"	"negbinomial.size"	9.29631440796704e-45	4.43642411242036e-43	"ENSG00000176485"	"PLA2G16"	5891	FALSE
"ENSG00000173153"	"OK"	"negbinomial.size"	3.07482701452519e-40	1.31773323160728e-38	"ENSG00000173153"	"ESRRA"	1481	FALSE
"ENSG00000251562"	"OK"	"negbinomial.size"	0	0	"ENSG00000251562"	"MALAT1"	9671	TRUE
"ENSG00000172757"	"OK"	"negbinomial.size"	8.17376067980104e-64	5.69827887391844e-62	"ENSG00000172757"	"CFL1"	7365	FALSE
"ENSG00000084207"	"OK"	"negbinomial.size"	1.18987491111168e-62	8.25707690609979e-61	"ENSG00000084207"	"GSTP1"	9113	TRUE
"ENSG00000149273"	"OK"	"negbinomial.size"	4.44020956151998e-89	4.19821814041714e-87	"ENSG00000149273"	"RPS3"	9691	TRUE
"ENSG00000086475"	"OK"	"negbinomial.size"	8.26701361991203e-44	3.83630006263893e-42	"ENSG00000086475"	"SEPHS1"	3790	FALSE
"ENSG00000096746"	"OK"	"negbinomial.size"	4.05508668203795e-36	1.49622808111878e-34	"ENSG00000096746"	"HNRNPH3"	4280	FALSE
"ENSG00000165732"	"OK"	"negbinomial.size"	6.10439592881279e-252	1.8469460322216e-249	"ENSG00000165732"	"DDX21"	7074	FALSE
"ENSG00000138326"	"OK"	"negbinomial.size"	1.03359342756742e-57	6.59755332162023e-56	"ENSG00000138326"	"RPS24"	9696	TRUE
"ENSG00000119969"	"OK"	"negbinomial.size"	2.8493502771103e-52	1.6266026789481e-50	"ENSG00000119969"	"HELLS"	6580	FALSE
"ENSG00000052749"	"OK"	"negbinomial.size"	2.17458384970484e-35	7.87012068859686e-34	"ENSG00000052749"	"RRP12"	739	TRUE
"ENSG00000107833"	"OK"	"negbinomial.size"	5.90400589041553e-98	6.37970007930044e-96	"ENSG00000107833"	"NPM3"	6013	FALSE
"ENSG00000173915"	"OK"	"negbinomial.size"	4.97429772981288e-41	2.18119350888723e-39	"ENSG00000173915"	"USMG5"	9308	FALSE
"ENSG00000182645"	"OK"	"negbinomial.size"	1.90992965869975e-37	7.42761333594084e-36	"ENSG00000182645"	"CCDC172"	946	FALSE
"ENSG00000213185"	"OK"	"negbinomial.size"	4.10065304904917e-41	1.80859123399463e-39	"ENSG00000213185"	"FAM24B"	289	FALSE
"ENSG00000107949"	"OK"	"negbinomial.size"	1.5317407241017e-68	1.16443083790002e-66	"ENSG00000107949"	"BCCIP"	3847	FALSE
"ENSG00000111640"	"OK"	"negbinomial.size"	1.77107271814968e-174	3.77363212396737e-172	"ENSG00000111640"	"GAPDH"	8398	TRUE
"ENSG00000159335"	"OK"	"negbinomial.size"	2.22231946490929e-39	9.26150106477898e-38	"ENSG00000159335"	"PTMS"	3784	FALSE
"ENSG00000111669"	"OK"	"negbinomial.size"	8.74596141118899e-56	5.40036343789661e-54	"ENSG00000111669"	"TPI1"	6953	TRUE
"ENSG00000111716"	"OK"	"negbinomial.size"	3.77155706061377e-49	2.00901814130159e-47	"ENSG00000111716"	"LDHB"	6991	FALSE
"ENSG00000123349"	"OK"	"negbinomial.size"	4.79951981488794e-51	2.64989546567973e-49	"ENSG00000123349"	"PFDN5"	7841	FALSE
"ENSG00000135486"	"OK"	"negbinomial.size"	8.68923678918143e-40	3.68209451391419e-38	"ENSG00000135486"	"HNRNPA1"	8789	TRUE
"ENSG00000197728"	"OK"	"negbinomial.size"	0	0	"ENSG00000197728"	"RPS26"	9657	TRUE
"ENSG00000170515"	"OK"	"negbinomial.size"	2.76137770742008e-69	2.14226266450518e-67	"ENSG00000170515"	"PA2G4"	6684	FALSE
"ENSG00000092841"	"OK"	"negbinomial.size"	4.37787345148832e-151	7.70098483419945e-149	"ENSG00000092841"	"MYL6"	8778	TRUE
"ENSG00000196531"	"OK"	"negbinomial.size"	2.82106676154171e-118	3.7767343335047e-116	"ENSG00000196531"	"NACA"	9596	TRUE
"ENSG00000173401"	"OK"	"negbinomial.size"	0	0	"ENSG00000173401"	"GLIPR1L1"	3037	TRUE
"ENSG00000139318"	"OK"	"negbinomial.size"	1.8267878066281e-54	1.10102175054461e-52	"ENSG00000139318"	"DUSP6"	1167	FALSE
"ENSG00000111142"	"OK"	"negbinomial.size"	2.78885380941384e-109	3.37518243430501e-107	"ENSG00000111142"	"METAP2"	7341	FALSE
"ENSG00000136014"	"OK"	"negbinomial.size"	1.15496240736741e-90	1.1272433095906e-88	"ENSG00000136014"	"USP44"	5964	FALSE
"ENSG00000139343"	"OK"	"negbinomial.size"	9.38406485091232e-75	7.80011720135173e-73	"ENSG00000139343"	"SNRPF"	8894	FALSE
"ENSG00000185847"	"OK"	"negbinomial.size"	4.0875511711256e-43	1.86254440110807e-41	"ENSG00000185847"	"LINC01405"	5181	TRUE
"ENSG00000089009"	"OK"	"negbinomial.size"	0	0	"ENSG00000089009"	"RPL6"	9567	TRUE
"ENSG00000089157"	"OK"	"negbinomial.size"	6.11674470039416e-121	8.41219216614207e-119	"ENSG00000089157"	"RPLP0"	9556	TRUE
"ENSG00000182196"	"OK"	"negbinomial.size"	1.64787296243538e-61	1.11290277570189e-59	"ENSG00000182196"	"ARL6IP4"	5263	FALSE
"ENSG00000132341"	"OK"	"negbinomial.size"	8.69505149586915e-153	1.56593736939891e-150	"ENSG00000132341"	"RAN"	7166	TRUE
"ENSG00000122026"	"OK"	"negbinomial.size"	7.69657953090553e-52	4.36081854470183e-50	"ENSG00000122026"	"RPL21"	9696	TRUE
"ENSG00000189403"	"OK"	"negbinomial.size"	5.63443943569152e-50	3.04420713511219e-48	"ENSG00000189403"	"HMGB1"	9333	TRUE
"ENSG00000120675"	"OK"	"negbinomial.size"	3.0342932459151e-55	1.85091888000821e-53	"ENSG00000120675"	"DNAJC15"	2331	TRUE
"ENSG00000133112"	"OK"	"negbinomial.size"	0	0	"ENSG00000133112"	"TPT1"	9651	TRUE
"ENSG00000136156"	"OK"	"negbinomial.size"	5.99790714625562e-106	6.82228115101918e-104	"ENSG00000136156"	"ITM2B"	4585	TRUE
"ENSG00000234787"	"OK"	"negbinomial.size"	0	0	"ENSG00000234787"	"LINC00458"	2738	TRUE
"ENSG00000188243"	"OK"	"negbinomial.size"	3.97651608224264e-57	2.51701821306136e-55	"ENSG00000188243"	"COMMD6"	8665	FALSE
"ENSG00000043355"	"OK"	"negbinomial.size"	1.48368930178083e-48	7.84799012494421e-47	"ENSG00000043355"	"ZIC2"	2105	FALSE
"ENSG00000092201"	"OK"	"negbinomial.size"	9.97720814629288e-37	3.75460708550046e-35	"ENSG00000092201"	"SUPT16H"	5323	FALSE
"ENSG00000087302"	"OK"	"negbinomial.size"	5.16879964689488e-37	1.97458588530873e-35	"ENSG00000087302"	"C14orf166"	5025	FALSE
"ENSG00000100632"	"OK"	"negbinomial.size"	7.85271186152751e-235	2.12135401859264e-232	"ENSG00000100632"	"ERH"	6692	FALSE
"ENSG00000133980"	"OK"	"negbinomial.size"	8.23366640727944e-48	4.26571593867546e-46	"ENSG00000133980"	"VRTN"	2668	FALSE
"ENSG00000119669"	"OK"	"negbinomial.size"	9.95246694418368e-49	5.28283929584599e-47	"ENSG00000119669"	"IRF2BPL"	3120	TRUE
"ENSG00000119705"	"OK"	"negbinomial.size"	3.64856680778911e-268	1.25444360609622e-265	"ENSG00000119705"	"SLIRP"	9245	TRUE
"ENSG00000100764"	"OK"	"negbinomial.size"	3.45749775384496e-124	5.07815786603558e-122	"ENSG00000100764"	"PSMC1"	4172	FALSE
"ENSG00000183648"	"OK"	"negbinomial.size"	8.68009946680595e-40	3.68209451391419e-38	"ENSG00000183648"	"NDUFB1"	7982	FALSE
"ENSG00000080824"	"OK"	"negbinomial.size"	1.46235735304156e-39	6.12812798803676e-38	"ENSG00000080824"	"HSP90AA1"	8939	TRUE
"ENSG00000128739"	"OK"	"negbinomial.size"	3.77832362605867e-191	8.93101247109619e-189	"ENSG00000128739"	"SNRPN"	6682	TRUE
"ENSG00000182117"	"OK"	"negbinomial.size"	5.56288940172665e-38	2.19154663722189e-36	"ENSG00000182117"	"NOP10"	8241	FALSE
"ENSG00000198146"	"OK"	"negbinomial.size"	3.49206701500298e-36	1.29798500744386e-34	"ENSG00000198146"	"ZNF770"	4363	FALSE
"ENSG00000140319"	"OK"	"negbinomial.size"	8.65790371360782e-98	9.28913243825951e-96	"ENSG00000140319"	"SRP14"	7950	TRUE
"ENSG00000137776"	"OK"	"negbinomial.size"	2.9257049053629e-53	1.70888277252239e-51	"ENSG00000137776"	"SLTM"	5616	FALSE
"ENSG00000140416"	"OK"	"negbinomial.size"	3.45818788561021e-76	2.93907114233209e-74	"ENSG00000140416"	"TPM1"	7346	TRUE
"ENSG00000185088"	"OK"	"negbinomial.size"	4.25872558128868e-185	9.61582098413958e-183	"ENSG00000185088"	"RPS27L"	8412	TRUE
"ENSG00000174444"	"OK"	"negbinomial.size"	5.91146858294532e-161	1.17669337793154e-158	"ENSG00000174444"	"RPL4"	8959	TRUE
"ENSG00000140350"	"OK"	"negbinomial.size"	4.58074384301768e-51	2.53836970172789e-49	"ENSG00000140350"	"ANP32A"	4291	FALSE
"ENSG00000137818"	"OK"	"negbinomial.size"	4.59675201176064e-41	2.02150187307892e-39	"ENSG00000137818"	"RPLP1"	9695	TRUE
"ENSG00000140545"	"OK"	"negbinomial.size"	6.76835566343404e-37	2.55979211191075e-35	"ENSG00000140545"	"MFGE8"	2408	FALSE
"ENSG00000103202"	"OK"	"negbinomial.size"	1.33681944783872e-37	5.21221768219178e-36	"ENSG00000103202"	"NME4"	6077	FALSE
"ENSG00000103253"	"OK"	"negbinomial.size"	8.41824507990812e-44	3.89453246387921e-42	"ENSG00000103253"	"HAGHL"	1239	FALSE
"ENSG00000255198"	"OK"	"negbinomial.size"	2.74029948214714e-53	1.60679265759387e-51	"ENSG00000255198"	"SNHG9"	3606	FALSE
"ENSG00000175643"	"OK"	"negbinomial.size"	1.68186987447756e-38	6.80302873291352e-37	"ENSG00000175643"	"RMI2"	2025	FALSE
"ENSG00000189067"	"OK"	"negbinomial.size"	4.83372980560039e-36	1.77487049755152e-34	"ENSG00000189067"	"LITAF"	2795	FALSE
"ENSG00000171490"	"OK"	"negbinomial.size"	2.84402580259983e-56	1.77786869180704e-54	"ENSG00000171490"	"RSL1D1"	4448	FALSE
"ENSG00000134419"	"OK"	"negbinomial.size"	4.13517165671169e-71	3.27522915302275e-69	"ENSG00000134419"	"RPS15A"	9693	TRUE
"ENSG00000103550"	"OK"	"negbinomial.size"	2.5578683091412e-68	1.93477158903441e-66	"ENSG00000103550"	"KNOP1"	6075	FALSE
"ENSG00000090905"	"OK"	"negbinomial.size"	4.17411842280798e-66	3.00695540477329e-64	"ENSG00000090905"	"TNRC6A"	5141	FALSE
"ENSG00000174938"	"OK"	"negbinomial.size"	1.14063151222909e-39	4.80653858412304e-38	"ENSG00000174938"	"SEZ6L2"	2983	FALSE
"ENSG00000250616"	"OK"	"negbinomial.size"	5.25907591983415e-64	3.68330094978014e-62	"ENSG00000250616"	"RP11-455F5.3"	743	FALSE
"ENSG00000125148"	"OK"	"negbinomial.size"	1.92625220138142e-176	4.16290618607117e-174	"ENSG00000125148"	"MT2A"	6204	TRUE
"ENSG00000198417"	"OK"	"negbinomial.size"	3.35827386184525e-120	4.53606848053526e-118	"ENSG00000198417"	"MT1F"	4455	TRUE
"ENSG00000187193"	"OK"	"negbinomial.size"	0	0	"ENSG00000187193"	"MT1X"	6867	TRUE
"ENSG00000260834"	"OK"	"negbinomial.size"	2.17779482570698e-44	1.01999009669645e-42	"ENSG00000260834"	"RP11-256I9.2"	2918	FALSE
"ENSG00000102898"	"OK"	"negbinomial.size"	6.71496886044856e-51	3.68058148264007e-49	"ENSG00000102898"	"NUTF2"	4097	FALSE
"ENSG00000135698"	"OK"	"negbinomial.size"	2.52321814665566e-95	2.57913811639236e-93	"ENSG00000135698"	"MPHOSPH6"	2767	FALSE
"ENSG00000198931"	"OK"	"negbinomial.size"	1.77921814584615e-47	9.15510615998657e-46	"ENSG00000198931"	"APRT"	5887	FALSE
"ENSG00000167526"	"OK"	"negbinomial.size"	5.97480664075558e-261	1.84463009921123e-258	"ENSG00000167526"	"RPL13"	9694	TRUE
"ENSG00000108953"	"OK"	"negbinomial.size"	3.3882656657019e-37	1.29766286052502e-35	"ENSG00000108953"	"YWHAE"	8212	TRUE
"ENSG00000108518"	"OK"	"negbinomial.size"	7.35890945021831e-90	7.0459229217027e-88	"ENSG00000108518"	"PFN1"	8737	TRUE
"ENSG00000132507"	"OK"	"negbinomial.size"	8.58167522309105e-145	1.42663277774639e-142	"ENSG00000132507"	"EIF5A"	7143	TRUE
"ENSG00000205544"	"OK"	"negbinomial.size"	2.97388205989571e-123	4.2846559811526e-121	"ENSG00000205544"	"TMEM256"	6093	TRUE
"ENSG00000198242"	"OK"	"negbinomial.size"	8.2839244478996e-138	1.33318307497686e-135	"ENSG00000198242"	"RPL23A"	9685	TRUE
"ENSG00000108298"	"OK"	"negbinomial.size"	4.49876847875034e-77	3.84504912692289e-75	"ENSG00000108298"	"RPL19"	9672	FALSE
"ENSG00000136448"	"OK"	"negbinomial.size"	1.64976980549816e-46	8.2916005374007e-45	"ENSG00000136448"	"NMT1"	5302	FALSE
"ENSG00000108424"	"OK"	"negbinomial.size"	5.58983564123872e-41	2.43697503114292e-39	"ENSG00000108424"	"KPNB1"	6793	FALSE
"ENSG00000082641"	"OK"	"negbinomial.size"	5.0606131967807e-44	2.35559865971995e-42	"ENSG00000082641"	"NFE2L1"	3170	FALSE
"ENSG00000159199"	"OK"	"negbinomial.size"	1.00593554222768e-55	6.18609466781317e-54	"ENSG00000159199"	"ATP5G1"	7360	FALSE
"ENSG00000159217"	"OK"	"negbinomial.size"	5.57059668149553e-42	2.47858784110778e-40	"ENSG00000159217"	"IGF2BP1"	3518	FALSE
"ENSG00000239672"	"OK"	"negbinomial.size"	1.20604351084942e-55	7.38665029640893e-54	"ENSG00000239672"	"NME1"	5312	FALSE
"ENSG00000266402"	"OK"	"negbinomial.size"	4.68563061112921e-235	1.28880399791205e-232	"ENSG00000266402"	"SNHG25"	6969	FALSE
"ENSG00000167863"	"OK"	"negbinomial.size"	2.1446729984263e-84	1.94279120480198e-82	"ENSG00000167863"	"ATP5H"	6638	TRUE
"ENSG00000189159"	"OK"	"negbinomial.size"	1.74587330462968e-180	3.88405461065261e-178	"ENSG00000189159"	"HN1"	6136	FALSE
"ENSG00000184009"	"OK"	"negbinomial.size"	1.35948367035019e-102	1.51222565919541e-100	"ENSG00000184009"	"ACTG1"	8745	TRUE
"ENSG00000101608"	"OK"	"negbinomial.size"	2.10349444938026e-67	1.57532990248636e-65	"ENSG00000101608"	"MYL12A"	5474	TRUE
"ENSG00000118680"	"OK"	"negbinomial.size"	1.47662377135076e-72	1.17570339015759e-70	"ENSG00000118680"	"MYL12B"	4839	TRUE
"ENSG00000206418"	"OK"	"negbinomial.size"	1.71287762516574e-36	6.41396354294734e-35	"ENSG00000206418"	"RAB12"	1283	TRUE
"ENSG00000167088"	"OK"	"negbinomial.size"	1.53801824475947e-91	1.52072810501447e-89	"ENSG00000167088"	"SNRPD1"	8250	FALSE
"ENSG00000265681"	"OK"	"negbinomial.size"	0	0	"ENSG00000265681"	"RPL17"	8533	TRUE
"ENSG00000141682"	"OK"	"negbinomial.size"	2.32078674519518e-60	1.53986236321547e-58	"ENSG00000141682"	"PMAIP1"	7450	TRUE
"ENSG00000125835"	"OK"	"negbinomial.size"	6.55804698113385e-43	2.97036331528721e-41	"ENSG00000125835"	"SNRPB"	5218	FALSE
"ENSG00000089048"	"OK"	"negbinomial.size"	1.44094029188024e-39	6.05515131543453e-38	"ENSG00000089048"	"ESF1"	5504	FALSE
"ENSG00000088325"	"OK"	"negbinomial.size"	6.69601432466995e-37	2.53877956650644e-35	"ENSG00000088325"	"TPX2"	3753	FALSE
"ENSG00000197183"	"OK"	"negbinomial.size"	7.00656219815672e-46	3.47525485028573e-44	"ENSG00000197183"	"NOL4L"	935	FALSE
"ENSG00000088305"	"OK"	"negbinomial.size"	6.57720917247013e-136	1.0473686353803e-133	"ENSG00000088305"	"DNMT3B"	5205	FALSE
"ENSG00000125977"	"OK"	"negbinomial.size"	7.18867097803415e-228	1.87500369923622e-225	"ENSG00000125977"	"EIF2S2"	8240	TRUE
"ENSG00000101115"	"OK"	"negbinomial.size"	2.59159637561975e-158	4.96274303422476e-156	"ENSG00000101115"	"SALL4"	4088	TRUE
"ENSG00000101132"	"OK"	"negbinomial.size"	2.53157744634076e-47	1.29822724095739e-45	"ENSG00000101132"	"PFDN4"	7441	FALSE
"ENSG00000124172"	"OK"	"negbinomial.size"	2.70115300024383e-263	8.88327012775841e-261	"ENSG00000124172"	"ATP5E"	8341	TRUE
"ENSG00000075043"	"OK"	"negbinomial.size"	5.87505483794164e-37	2.23873626167207e-35	"ENSG00000075043"	"KCNQ2"	924	FALSE
"ENSG00000104886"	"OK"	"negbinomial.size"	1.71964315770679e-53	1.01620162850736e-51	"ENSG00000104886"	"PLEKHJ1"	2457	FALSE
"ENSG00000104904"	"OK"	"negbinomial.size"	1.54286448525258e-77	1.3337402247372e-75	"ENSG00000104904"	"OAZ1"	7668	FALSE
"ENSG00000099800"	"OK"	"negbinomial.size"	1.43224956469161e-247	4.2484453754225e-245	"ENSG00000099800"	"TIMM13"	7628	FALSE
"ENSG00000104964"	"OK"	"negbinomial.size"	2.85434836846595e-39	1.18627972852068e-37	"ENSG00000104964"	"AES"	1654	FALSE
"ENSG00000077009"	"OK"	"negbinomial.size"	9.52698331971432e-67	7.03044895905552e-65	"ENSG00000077009"	"NMRK2"	2449	FALSE
"ENSG00000105426"	"OK"	"negbinomial.size"	2.72645867740907e-44	1.27302058246433e-42	"ENSG00000105426"	"PTPRS"	2444	TRUE
"ENSG00000130255"	"OK"	"negbinomial.size"	2.13738193489194e-51	1.19756718189057e-49	"ENSG00000130255"	"RPL36"	9694	FALSE
"ENSG00000104980"	"OK"	"negbinomial.size"	7.89553715969876e-47	3.9814562050641e-45	"ENSG00000104980"	"TIMM44"	3939	FALSE
"ENSG00000233927"	"OK"	"negbinomial.size"	9.43759154324294e-54	5.62094034906217e-52	"ENSG00000233927"	"RPS28"	9690	TRUE
"ENSG00000099783"	"OK"	"negbinomial.size"	1.10747805576572e-205	2.70224645606837e-203	"ENSG00000099783"	"HNRNPM"	7606	TRUE
"ENSG00000197961"	"OK"	"negbinomial.size"	1.0312156805307e-37	4.03106739407451e-36	"ENSG00000197961"	"ZNF121"	2204	FALSE
"ENSG00000129351"	"OK"	"negbinomial.size"	8.48048243036703e-41	3.68657293697105e-39	"ENSG00000129351"	"ILF3"	4785	FALSE
"ENSG00000105058"	"OK"	"negbinomial.size"	2.42011268474291e-38	9.66001706986562e-37	"ENSG00000105058"	"FAM32A"	2970	FALSE
"ENSG00000130303"	"OK"	"negbinomial.size"	7.62164739104269e-96	7.89727957066396e-94	"ENSG00000130303"	"BST2"	1696	FALSE
"ENSG00000105640"	"OK"	"negbinomial.size"	1.36069077613168e-54	8.26687954269881e-53	"ENSG00000105640"	"RPL18A"	9685	FALSE
"ENSG00000267383"	"OK"	"negbinomial.size"	3.23399578174235e-92	3.26159254574656e-90	"ENSG00000267383"	"CTC-260E6.6"	2388	FALSE
"ENSG00000160321"	"OK"	"negbinomial.size"	3.38898114477744e-75	2.84825037545517e-73	"ENSG00000160321"	"ZNF208"	367	FALSE
"ENSG00000267041"	"OK"	"negbinomial.size"	4.47982506047206e-36	1.64892441641901e-34	"ENSG00000267041"	"ZNF850"	978	FALSE
"ENSG00000104824"	"OK"	"negbinomial.size"	4.35232188870956e-53	2.52267913917235e-51	"ENSG00000104824"	"HNRNPL"	4121	TRUE
"ENSG00000105193"	"OK"	"negbinomial.size"	9.17382620400912e-179	2.01132815672826e-176	"ENSG00000105193"	"RPS16"	9687	TRUE
"ENSG00000105202"	"OK"	"negbinomial.size"	3.36598234808045e-37	1.29240053202439e-35	"ENSG00000105202"	"FBL"	5206	FALSE
"ENSG00000130203"	"OK"	"negbinomial.size"	2.37513365327883e-38	9.50556135100587e-37	"ENSG00000130203"	"APOE"	4872	TRUE
"ENSG00000042753"	"OK"	"negbinomial.size"	4.28476427661692e-69	3.30713846819698e-67	"ENSG00000042753"	"AP2S1"	4803	FALSE
"ENSG00000130748"	"OK"	"negbinomial.size"	1.96607026614883e-49	1.05097918679504e-47	"ENSG00000130748"	"TMEM160"	4336	FALSE
"ENSG00000178980"	"OK"	"negbinomial.size"	1.12323350616275e-52	6.46094162784415e-51	"ENSG00000178980"	"SEPW1"	7668	FALSE
"ENSG00000063177"	"OK"	"negbinomial.size"	1.00955560172126e-209	2.50369789226872e-207	"ENSG00000063177"	"RPL18"	9662	TRUE
"ENSG00000087086"	"OK"	"negbinomial.size"	0	0	"ENSG00000087086"	"FTL"	9412	TRUE
"ENSG00000126457"	"OK"	"negbinomial.size"	4.29238245505305e-40	1.82915948676176e-38	"ENSG00000126457"	"PRMT1"	2996	FALSE
"ENSG00000235034"	"OK"	"negbinomial.size"	7.94994049415883e-86	7.33333535339236e-84	"ENSG00000235034"	"C19orf81"	1376	FALSE
"ENSG00000198093"	"OK"	"negbinomial.size"	1.70305263163088e-38	6.87034138968317e-37	"ENSG00000198093"	"ZNF649"	1082	FALSE
"ENSG00000167555"	"OK"	"negbinomial.size"	3.03545555347215e-48	1.58369914634719e-46	"ENSG00000167555"	"ZNF528"	960	FALSE
"ENSG00000022556"	"OK"	"negbinomial.size"	2.34637442775333e-48	1.23249834524488e-46	"ENSG00000022556"	"NLRP2"	276	FALSE
"ENSG00000108107"	"OK"	"negbinomial.size"	9.51516286215581e-128	1.43945383778693e-125	"ENSG00000108107"	"RPL28"	9691	TRUE
"ENSG00000083845"	"OK"	"negbinomial.size"	0	0	"ENSG00000083845"	"RPS5"	9532	TRUE
"ENSG00000129824"	"OK"	"negbinomial.size"	0	0	"ENSG00000129824"	"RPS4Y1"	3117	TRUE
"ENSG00000233864"	"OK"	"negbinomial.size"	1.71027858153739e-195	4.10684037801549e-193	"ENSG00000233864"	"TTTY15"	1615	FALSE
"ENSG00000114374"	"OK"	"negbinomial.size"	4.9807026488454e-71	3.9243786287361e-69	"ENSG00000114374"	"USP9Y"	696	FALSE
"ENSG00000067048"	"OK"	"negbinomial.size"	4.53271824358943e-118	5.96269231208877e-116	"ENSG00000067048"	"DDX3Y"	1073	FALSE
"ENSG00000154620"	"OK"	"negbinomial.size"	1.6253672705391e-150	2.82627081249603e-148	"ENSG00000154620"	"TMSB4Y"	1564	FALSE
"ENSG00000165246"	"OK"	"negbinomial.size"	3.53506650805291e-51	1.97337587209684e-49	"ENSG00000165246"	"NLGN4Y"	559	FALSE
"ENSG00000176728"	"OK"	"negbinomial.size"	4.83812088083498e-79	4.255296086353e-77	"ENSG00000176728"	"TTTY14"	831	FALSE
"ENSG00000198692"	"OK"	"negbinomial.size"	0	0	"ENSG00000198692"	"EIF1AY"	3522	FALSE
"ENSG00000099901"	"OK"	"negbinomial.size"	5.70160829829675e-62	3.88531217732582e-60	"ENSG00000099901"	"RANBP1"	6884	FALSE
"ENSG00000240972"	"OK"	"negbinomial.size"	0	0	"ENSG00000240972"	"MIF"	6859	TRUE
"ENSG00000100097"	"OK"	"negbinomial.size"	1.5971849033778e-62	1.10329740722828e-60	"ENSG00000100097"	"LGALS1"	3726	TRUE
"ENSG00000100316"	"OK"	"negbinomial.size"	0	0	"ENSG00000100316"	"RPL3"	8867	TRUE
"ENSG00000187051"	"OK"	"negbinomial.size"	1.82509877563285e-35	6.63704189369562e-34	"ENSG00000187051"	"RPS19BP1"	3524	FALSE
"ENSG00000100410"	"OK"	"negbinomial.size"	4.62416655241499e-73	3.72097827685819e-71	"ENSG00000100410"	"PHF5A"	3082	FALSE
"ENSG00000196419"	"OK"	"negbinomial.size"	5.08910799870114e-106	5.83242619729931e-104	"ENSG00000196419"	"XRCC6"	4708	FALSE
"ENSG00000100138"	"OK"	"negbinomial.size"	3.53335291399655e-36	1.31011183536617e-34	"ENSG00000100138"	"SNU13"	5688	FALSE
"ENSG00000184983"	"OK"	"negbinomial.size"	6.7619230909106e-114	8.596165757924e-112	"ENSG00000184983"	"NDUFA6"	6757	FALSE
"ENSG00000228592"	"OK"	"negbinomial.size"	3.41965618838875e-40	1.46137171802104e-38	"ENSG00000228592"	"D21S2088E"	628	FALSE
"ENSG00000160310"	"OK"	"negbinomial.size"	6.23912323620153e-92	6.25069247134151e-90	"ENSG00000160310"	"PRMT2"	4696	FALSE
"ENSG00000198888"	"OK"	"negbinomial.size"	0	0	"ENSG00000198888"	"MT-ND1"	9388	TRUE
"ENSG00000198763"	"OK"	"negbinomial.size"	0	0	"ENSG00000198763"	"MT-ND2"	9342	TRUE
"ENSG00000198804"	"OK"	"negbinomial.size"	0	0	"ENSG00000198804"	"MT-CO1"	9579	TRUE
"ENSG00000198712"	"OK"	"negbinomial.size"	1.95166671096606e-89	1.85690654110029e-87	"ENSG00000198712"	"MT-CO2"	9628	TRUE
"ENSG00000228253"	"OK"	"negbinomial.size"	5.70175629804525e-288	2.05371831611497e-285	"ENSG00000228253"	"MT-ATP8"	5361	TRUE
"ENSG00000198899"	"OK"	"negbinomial.size"	0	0	"ENSG00000198899"	"MT-ATP6"	9525	TRUE
"ENSG00000198938"	"OK"	"negbinomial.size"	0	0	"ENSG00000198938"	"MT-CO3"	9612	TRUE
"ENSG00000198840"	"OK"	"negbinomial.size"	0	0	"ENSG00000198840"	"MT-ND3"	9597	TRUE
"ENSG00000212907"	"OK"	"negbinomial.size"	1.00809124225736e-235	2.82414894682766e-233	"ENSG00000212907"	"MT-ND4L"	8973	TRUE
"ENSG00000198886"	"OK"	"negbinomial.size"	0	0	"ENSG00000198886"	"MT-ND4"	9591	TRUE
"ENSG00000198786"	"OK"	"negbinomial.size"	0	0	"ENSG00000198786"	"MT-ND5"	9088	TRUE
"ENSG00000198695"	"OK"	"negbinomial.size"	7.83369309697654e-144	1.27428074377485e-141	"ENSG00000198695"	"MT-ND6"	7237	TRUE
"ENSG00000198727"	"OK"	"negbinomial.size"	2.78719777001562e-115	3.60382289442704e-113	"ENSG00000198727"	"MT-CYB"	9528	TRUE
