"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000133812"	"OK"	"negbinomial.size"	3.95246842417988e-57	2.93486804015994e-55	"ENSG00000133812"	"SBF2"	1349	TRUE
"ENSG00000255823"	"OK"	"negbinomial.size"	3.97052181998456e-44	2.08977234640337e-42	"ENSG00000255823"	"MTRNR2L8"	322	FALSE
"ENSG00000134333"	"OK"	"negbinomial.size"	1.78049854788985e-311	1.01911285634845e-308	"ENSG00000134333"	"LDHA"	3401	TRUE
"ENSG00000198168"	"OK"	"negbinomial.size"	3.32055652732956e-43	1.70203302298232e-41	"ENSG00000198168"	"SVIP"	2907	TRUE
"ENSG00000121691"	"OK"	"negbinomial.size"	2.14051301743748e-48	1.25659091113413e-46	"ENSG00000121691"	"CAT"	205	FALSE
"ENSG00000110492"	"OK"	"negbinomial.size"	2.32373654572773e-218	8.86699136907273e-216	"ENSG00000110492"	"MDK"	11065	TRUE
"ENSG00000213619"	"OK"	"negbinomial.size"	1.87385202039764e-48	1.10953039673286e-46	"ENSG00000213619"	"NDUFS3"	3924	FALSE
"ENSG00000167996"	"OK"	"negbinomial.size"	1.05173028790213e-57	7.89487375131782e-56	"ENSG00000167996"	"FTH1"	12356	TRUE
"ENSG00000214756"	"OK"	"negbinomial.size"	4.52509361125212e-39	2.0859466757641e-37	"ENSG00000214756"	"METTL12"	6604	TRUE
"ENSG00000149806"	"OK"	"negbinomial.size"	4.57435424491987e-41	2.22042064531676e-39	"ENSG00000149806"	"FAU"	12268	FALSE
"ENSG00000251562"	"OK"	"negbinomial.size"	0	0	"ENSG00000251562"	"MALAT1"	12618	TRUE
"ENSG00000084207"	"OK"	"negbinomial.size"	4.63897371839791e-56	3.28482381286764e-54	"ENSG00000084207"	"GSTP1"	10081	TRUE
"ENSG00000110092"	"OK"	"negbinomial.size"	5.36881687202675e-128	1.15236620892237e-125	"ENSG00000110092"	"CCND1"	2818	TRUE
"ENSG00000149273"	"OK"	"negbinomial.size"	6.17401040574367e-72	6.47422755295426e-70	"ENSG00000149273"	"RPS3"	12625	TRUE
"ENSG00000137710"	"OK"	"negbinomial.size"	1.88487105820418e-35	7.5050648482756e-34	"ENSG00000137710"	"RDX"	6549	FALSE
"ENSG00000167283"	"OK"	"negbinomial.size"	6.14959443466505e-36	2.50180905360508e-34	"ENSG00000167283"	"ATP5L"	10985	FALSE
"ENSG00000182667"	"OK"	"negbinomial.size"	0	0	"ENSG00000182667"	"NTM"	3569	TRUE
"ENSG00000151500"	"OK"	"negbinomial.size"	2.89011180027227e-41	1.41790949286929e-39	"ENSG00000151500"	"THYN1"	3226	FALSE
"ENSG00000151465"	"OK"	"negbinomial.size"	1.29230199566203e-52	8.37375118604213e-51	"ENSG00000151465"	"CDC123"	2988	FALSE
"ENSG00000152465"	"OK"	"negbinomial.size"	2.48634401958101e-48	1.44724185580442e-46	"ENSG00000152465"	"NMT2"	2070	FALSE
"ENSG00000229124"	"OK"	"negbinomial.size"	1.7812345484239e-56	1.29464650749731e-54	"ENSG00000229124"	"VIM-AS1"	429	FALSE
"ENSG00000166228"	"OK"	"negbinomial.size"	1.0890589905711e-36	4.60320103183852e-35	"ENSG00000166228"	"PCBD1"	2659	FALSE
"ENSG00000171314"	"OK"	"negbinomial.size"	3.24617463710349e-83	3.94625672476908e-81	"ENSG00000171314"	"PGAM1"	6731	FALSE
"ENSG00000138136"	"OK"	"negbinomial.size"	1.94068674434977e-35	7.70497508876671e-34	"ENSG00000138136"	"LBX1"	368	TRUE
"ENSG00000127884"	"OK"	"negbinomial.size"	5.12894534659295e-36	2.11580547225668e-34	"ENSG00000127884"	"ECHS1"	4584	FALSE
"ENSG00000111640"	"OK"	"negbinomial.size"	3.58246870001276e-81	4.20618568650217e-79	"ENSG00000111640"	"GAPDH"	12618	TRUE
"ENSG00000111669"	"OK"	"negbinomial.size"	1.78189866905909e-183	5.56316864019653e-181	"ENSG00000111669"	"TPI1"	9142	TRUE
"ENSG00000008394"	"OK"	"negbinomial.size"	2.79744830652568e-165	8.00594737223818e-163	"ENSG00000008394"	"MGST1"	5573	TRUE
"ENSG00000111716"	"OK"	"negbinomial.size"	1.49572039898913e-42	7.47153131669588e-41	"ENSG00000111716"	"LDHB"	11772	TRUE
"ENSG00000184613"	"OK"	"negbinomial.size"	9.45910358269832e-37	4.01048475047922e-35	"ENSG00000184613"	"NELL2"	1820	FALSE
"ENSG00000139219"	"OK"	"negbinomial.size"	1.06883111350056e-42	5.39799007579306e-41	"ENSG00000139219"	"COL2A1"	424	FALSE
"ENSG00000123416"	"OK"	"negbinomial.size"	1.03236878684493e-64	9.51788592274414e-63	"ENSG00000123416"	"TUBA1B"	11623	TRUE
"ENSG00000258017"	"OK"	"negbinomial.size"	4.88887091872809e-58	3.73102332280932e-56	"ENSG00000258017"	"RP11-386G11.10"	467	FALSE
"ENSG00000167553"	"OK"	"negbinomial.size"	6.99371164306358e-109	1.17161727854591e-106	"ENSG00000167553"	"TUBA1C"	1395	TRUE
"ENSG00000197111"	"OK"	"negbinomial.size"	1.34961828129115e-84	1.70089048899968e-82	"ENSG00000197111"	"PCBP2"	9262	FALSE
"ENSG00000197757"	"OK"	"negbinomial.size"	3.1883285073065e-50	1.97288597769682e-48	"ENSG00000197757"	"HOXC6"	399	TRUE
"ENSG00000250742"	"OK"	"negbinomial.size"	2.87796420000673e-64	2.61818504738361e-62	"ENSG00000250742"	"RP11-834C11.4"	2986	TRUE
"ENSG00000135486"	"OK"	"negbinomial.size"	2.13468537417406e-40	1.01820045086906e-38	"ENSG00000135486"	"HNRNPA1"	12605	TRUE
"ENSG00000135404"	"OK"	"negbinomial.size"	2.81145036022496e-67	2.71978123932467e-65	"ENSG00000135404"	"CD63"	6298	TRUE
"ENSG00000197728"	"OK"	"negbinomial.size"	1.95783123208058e-47	1.11135238161533e-45	"ENSG00000197728"	"RPS26"	11424	TRUE
"ENSG00000170515"	"OK"	"negbinomial.size"	1.03608658731791e-48	6.21516220523409e-47	"ENSG00000170515"	"PA2G4"	7271	TRUE
"ENSG00000229117"	"OK"	"negbinomial.size"	7.5471234243617e-127	1.59499745354549e-124	"ENSG00000229117"	"RPL41"	12631	TRUE
"ENSG00000110955"	"OK"	"negbinomial.size"	4.71896357205245e-58	3.62147500498796e-56	"ENSG00000110955"	"ATP5B"	8849	TRUE
"ENSG00000110958"	"OK"	"negbinomial.size"	1.21199350828781e-40	5.84180870994726e-39	"ENSG00000110958"	"PTGES3"	8329	TRUE
"ENSG00000166226"	"OK"	"negbinomial.size"	1.34458626367437e-36	5.63127484880938e-35	"ENSG00000166226"	"CCT2"	7087	FALSE
"ENSG00000133639"	"OK"	"negbinomial.size"	2.08896545169515e-39	9.69463459795145e-38	"ENSG00000133639"	"BTG1"	5857	FALSE
"ENSG00000120833"	"OK"	"negbinomial.size"	1.32022993127378e-96	1.99296687537449e-94	"ENSG00000120833"	"SOCS2"	2011	FALSE
"ENSG00000111142"	"OK"	"negbinomial.size"	2.44429839809108e-62	2.12514728446691e-60	"ENSG00000111142"	"METAP2"	8313	FALSE
"ENSG00000166598"	"OK"	"negbinomial.size"	2.46976417646837e-92	3.49764438063361e-90	"ENSG00000166598"	"HSP90B1"	6144	TRUE
"ENSG00000089009"	"OK"	"negbinomial.size"	0	0	"ENSG00000089009"	"RPL6"	12623	TRUE
"ENSG00000088986"	"OK"	"negbinomial.size"	2.02830000695105e-37	8.78951331087906e-36	"ENSG00000088986"	"DYNLL1"	8475	TRUE
"ENSG00000132341"	"OK"	"negbinomial.size"	6.2975186410503e-53	4.13918725225397e-51	"ENSG00000132341"	"RAN"	11404	TRUE
"ENSG00000189403"	"OK"	"negbinomial.size"	8.8245537148917e-74	9.69783155051738e-72	"ENSG00000189403"	"HMGB1"	11537	TRUE
"ENSG00000120699"	"OK"	"negbinomial.size"	8.1871010560278e-39	3.71175601342092e-37	"ENSG00000120699"	"EXOSC8"	3212	FALSE
"ENSG00000213741"	"OK"	"negbinomial.size"	0	0	"ENSG00000213741"	"RPS29"	12597	TRUE
"ENSG00000186469"	"OK"	"negbinomial.size"	8.90233720584772e-39	4.02274362489244e-37	"ENSG00000186469"	"GNG2"	1135	FALSE
"ENSG00000119705"	"OK"	"negbinomial.size"	2.21168576246578e-52	1.41971622985946e-50	"ENSG00000119705"	"SLIRP"	8599	FALSE
"ENSG00000183648"	"OK"	"negbinomial.size"	2.08543870543996e-116	3.97884326342065e-114	"ENSG00000183648"	"NDUFB1"	6862	FALSE
"ENSG00000080824"	"OK"	"negbinomial.size"	0	0	"ENSG00000080824"	"HSP90AA1"	11399	TRUE
"ENSG00000100664"	"OK"	"negbinomial.size"	1.36000445478088e-95	2.0088581930457e-93	"ENSG00000100664"	"EIF5"	8017	FALSE
"ENSG00000166165"	"OK"	"negbinomial.size"	0	0	"ENSG00000166165"	"CKB"	11425	TRUE
"ENSG00000182636"	"OK"	"negbinomial.size"	2.61468732876354e-128	5.79321932826206e-126	"ENSG00000182636"	"NDN"	4292	TRUE
"ENSG00000182117"	"OK"	"negbinomial.size"	7.65159588503148e-61	6.40914467516326e-59	"ENSG00000182117"	"NOP10"	6616	FALSE
"ENSG00000167004"	"OK"	"negbinomial.size"	8.32013998867623e-57	6.07945548002369e-55	"ENSG00000167004"	"PDIA3"	3693	FALSE
"ENSG00000128951"	"OK"	"negbinomial.size"	7.2231126043725e-39	3.31852501158077e-37	"ENSG00000128951"	"DUT"	4936	TRUE
"ENSG00000166450"	"OK"	"negbinomial.size"	2.43809473961852e-35	9.6241688040631e-34	"ENSG00000166450"	"PRTG"	4540	FALSE
"ENSG00000182718"	"OK"	"negbinomial.size"	0	0	"ENSG00000182718"	"ANXA2"	1884	TRUE
"ENSG00000185088"	"OK"	"negbinomial.size"	3.24033589797171e-48	1.8702728668251e-46	"ENSG00000185088"	"RPS27L"	9653	TRUE
"ENSG00000166794"	"OK"	"negbinomial.size"	1.45482405034304e-40	6.96338605559663e-39	"ENSG00000166794"	"PPIB"	5814	FALSE
"ENSG00000137818"	"OK"	"negbinomial.size"	0	0	"ENSG00000137818"	"RPLP1"	12629	TRUE
"ENSG00000067225"	"OK"	"negbinomial.size"	1.25862882857566e-138	3.03329547686733e-136	"ENSG00000067225"	"PKM"	7452	TRUE
"ENSG00000041357"	"OK"	"negbinomial.size"	3.48873159497947e-84	4.31754107389486e-82	"ENSG00000041357"	"PSMA4"	6989	TRUE
"ENSG00000255198"	"OK"	"negbinomial.size"	6.52946971884254e-117	1.26331444405268e-114	"ENSG00000255198"	"SNHG9"	2660	FALSE
"ENSG00000260260"	"OK"	"negbinomial.size"	8.3067599444694e-40	3.88129120262504e-38	"ENSG00000260260"	"SNHG19"	3848	FALSE
"ENSG00000103363"	"OK"	"negbinomial.size"	2.34482408277387e-37	1.01291976179449e-35	"ENSG00000103363"	"TCEB2"	9039	FALSE
"ENSG00000189067"	"OK"	"negbinomial.size"	1.63954982003141e-47	9.3843732824048e-46	"ENSG00000189067"	"LITAF"	1166	FALSE
"ENSG00000134419"	"OK"	"negbinomial.size"	2.10230097718495e-57	1.56952763715161e-55	"ENSG00000134419"	"RPS15A"	12630	TRUE
"ENSG00000103485"	"OK"	"negbinomial.size"	4.48605309620718e-225	1.86742155704843e-222	"ENSG00000103485"	"QPRT"	2881	TRUE
"ENSG00000149925"	"OK"	"negbinomial.size"	4.15222278672929e-56	2.95539297519691e-54	"ENSG00000149925"	"ALDOA"	6213	FALSE
"ENSG00000250616"	"OK"	"negbinomial.size"	8.1210873377525e-58	6.12963608564319e-56	"ENSG00000250616"	"RP11-455F5.3"	703	TRUE
"ENSG00000103035"	"OK"	"negbinomial.size"	2.2861328352907e-56	1.65287403991518e-54	"ENSG00000103035"	"PSMD7"	4464	FALSE
"ENSG00000167526"	"OK"	"negbinomial.size"	2.57453188263282e-272	1.26308373113311e-269	"ENSG00000167526"	"RPL13"	12629	TRUE
"ENSG00000185324"	"OK"	"negbinomial.size"	7.47131409343604e-37	3.19730347979847e-35	"ENSG00000185324"	"CDK10"	334	FALSE
"ENSG00000003249"	"OK"	"negbinomial.size"	1.00802025011881e-37	4.42401730858854e-36	"ENSG00000003249"	"DBNDD1"	593	TRUE
"ENSG00000142507"	"OK"	"negbinomial.size"	1.03648169680216e-42	5.25392954574584e-41	"ENSG00000142507"	"PSMB6"	5469	TRUE
"ENSG00000108518"	"OK"	"negbinomial.size"	1.69049090522154e-47	9.63579815976276e-46	"ENSG00000108518"	"PFN1"	9403	FALSE
"ENSG00000179314"	"OK"	"negbinomial.size"	5.27921919958207e-36	2.17127647139697e-34	"ENSG00000179314"	"WSCD1"	1715	FALSE
"ENSG00000132507"	"OK"	"negbinomial.size"	1.10869234461434e-97	1.69223408199635e-95	"ENSG00000132507"	"EIF5A"	6818	TRUE
"ENSG00000161970"	"OK"	"negbinomial.size"	5.52481935069019e-213	1.99722219527451e-210	"ENSG00000161970"	"RPL26"	12629	TRUE
"ENSG00000226746"	"OK"	"negbinomial.size"	1.54781862993662e-62	1.35429200760761e-60	"ENSG00000226746"	"SMCR5"	1671	FALSE
"ENSG00000233098"	"OK"	"negbinomial.size"	2.17829624328327e-111	3.88613707714055e-109	"ENSG00000233098"	"CCDC144NL-AS1"	3156	TRUE
"ENSG00000109113"	"OK"	"negbinomial.size"	4.55559499090292e-95	6.65746897766313e-93	"ENSG00000109113"	"RAB34"	1247	FALSE
"ENSG00000006125"	"OK"	"negbinomial.size"	3.13583708027733e-56	2.24359343602967e-54	"ENSG00000006125"	"AP2B1"	3582	FALSE
"ENSG00000108298"	"OK"	"negbinomial.size"	5.03744499838539e-47	2.8244645690947e-45	"ENSG00000108298"	"RPL19"	12626	FALSE
"ENSG00000131747"	"OK"	"negbinomial.size"	9.65441379266663e-54	6.5011118759736e-52	"ENSG00000131747"	"TOP2A"	5974	TRUE
"ENSG00000173812"	"OK"	"negbinomial.size"	5.79253072988488e-84	7.10464237825255e-82	"ENSG00000173812"	"EIF1"	11471	TRUE
"ENSG00000136448"	"OK"	"negbinomial.size"	4.36516863915801e-48	2.50896743079973e-46	"ENSG00000136448"	"NMT1"	5081	FALSE
"ENSG00000120094"	"OK"	"negbinomial.size"	1.46180120941022e-42	7.32874569841905e-41	"ENSG00000120094"	"HOXB1"	448	FALSE
"ENSG00000108511"	"OK"	"negbinomial.size"	1.18799784041642e-52	7.77120301609539e-51	"ENSG00000108511"	"HOXB6"	422	TRUE
"ENSG00000260027"	"OK"	"negbinomial.size"	6.82507289939046e-83	8.2242128437655e-81	"ENSG00000260027"	"HOXB7"	1067	TRUE
"ENSG00000120068"	"OK"	"negbinomial.size"	2.83999559147485e-62	2.45364902138931e-60	"ENSG00000120068"	"HOXB8"	1068	TRUE
"ENSG00000170689"	"OK"	"negbinomial.size"	6.72635983278146e-69	6.69565253789268e-67	"ENSG00000170689"	"HOXB9"	630	TRUE
"ENSG00000167085"	"OK"	"negbinomial.size"	2.90495580326237e-63	2.62535380719837e-61	"ENSG00000167085"	"PHB"	5535	FALSE
"ENSG00000239672"	"OK"	"negbinomial.size"	5.01912420343456e-88	6.5664484935791e-86	"ENSG00000239672"	"NME1"	7766	FALSE
"ENSG00000087191"	"OK"	"negbinomial.size"	9.35106763957876e-38	4.11716718477223e-36	"ENSG00000087191"	"PSMC5"	5221	FALSE
"ENSG00000266402"	"OK"	"negbinomial.size"	0	0	"ENSG00000266402"	"SNHG25"	11294	TRUE
"ENSG00000182481"	"OK"	"negbinomial.size"	1.77677596160532e-48	1.05660482184296e-46	"ENSG00000182481"	"KPNA2"	6282	TRUE
"ENSG00000172809"	"OK"	"negbinomial.size"	1.9359736104126e-110	3.32430868577973e-108	"ENSG00000172809"	"RPL38"	12600	FALSE
"ENSG00000189159"	"OK"	"negbinomial.size"	1.03177351408417e-62	9.1441759761124e-61	"ENSG00000189159"	"HN1"	9062	TRUE
"ENSG00000184009"	"OK"	"negbinomial.size"	0	0	"ENSG00000184009"	"ACTG1"	12345	TRUE
"ENSG00000169750"	"OK"	"negbinomial.size"	2.56661655861205e-82	3.06587927527424e-80	"ENSG00000169750"	"RAC3"	2954	FALSE
"ENSG00000101220"	"OK"	"negbinomial.size"	2.93837872456319e-50	1.82644835019568e-48	"ENSG00000101220"	"C20orf27"	4112	FALSE
"ENSG00000101294"	"OK"	"negbinomial.size"	1.68191567617146e-70	1.72421460026622e-68	"ENSG00000101294"	"HM13"	2023	FALSE
"ENSG00000088325"	"OK"	"negbinomial.size"	6.77262868467922e-54	4.62863682793226e-52	"ENSG00000088325"	"TPX2"	2999	TRUE
"ENSG00000125977"	"OK"	"negbinomial.size"	8.21970505210203e-90	1.11796127030421e-87	"ENSG00000125977"	"EIF2S2"	8589	FALSE
"ENSG00000175063"	"OK"	"negbinomial.size"	2.25174761418508e-48	1.31626625430044e-46	"ENSG00000175063"	"UBE2C"	3524	TRUE
"ENSG00000177410"	"OK"	"negbinomial.size"	1.34991513596805e-85	1.74941360592388e-83	"ENSG00000177410"	"ZFAS1"	11317	TRUE
"ENSG00000000419"	"OK"	"negbinomial.size"	2.97182635525653e-55	2.05145621317382e-53	"ENSG00000000419"	"DPM1"	1696	FALSE
"ENSG00000124172"	"OK"	"negbinomial.size"	2.11241332925908e-36	8.74042828434696e-35	"ENSG00000124172"	"ATP5E"	11459	TRUE
"ENSG00000171858"	"OK"	"negbinomial.size"	4.17990938215988e-128	9.11419288614765e-126	"ENSG00000171858"	"RPS21"	12542	FALSE
"ENSG00000172270"	"OK"	"negbinomial.size"	1.84658897139534e-66	1.76156893750401e-64	"ENSG00000172270"	"BSG"	6839	FALSE
"ENSG00000167468"	"OK"	"negbinomial.size"	7.47698442482261e-39	3.42371116812627e-37	"ENSG00000167468"	"GPX4"	7617	FALSE
"ENSG00000167658"	"OK"	"negbinomial.size"	8.44198830003299e-154	2.23014602456833e-151	"ENSG00000167658"	"EEF2"	11535	TRUE
"ENSG00000105426"	"OK"	"negbinomial.size"	8.6103555705395e-51	5.42570892075693e-49	"ENSG00000105426"	"PTPRS"	2014	TRUE
"ENSG00000233927"	"OK"	"negbinomial.size"	1.1782220041345e-89	1.58678781086232e-87	"ENSG00000233927"	"RPS28"	12618	TRUE
"ENSG00000099783"	"OK"	"negbinomial.size"	6.70727802603115e-49	4.05893736755903e-47	"ENSG00000099783"	"HNRNPM"	9788	TRUE
"ENSG00000105401"	"OK"	"negbinomial.size"	2.59487300563683e-45	1.39787335209542e-43	"ENSG00000105401"	"CDC37"	3908	FALSE
"ENSG00000179218"	"OK"	"negbinomial.size"	4.35873853904885e-118	8.5537130444163e-116	"ENSG00000179218"	"CALR"	5569	TRUE
"ENSG00000105655"	"OK"	"negbinomial.size"	5.12210966079963e-72	5.41249387772343e-70	"ENSG00000105655"	"ISYNA1"	1396	FALSE
"ENSG00000221983"	"OK"	"negbinomial.size"	5.78584272039301e-47	3.23089924593653e-45	"ENSG00000221983"	"UBA52"	12160	FALSE
"ENSG00000126267"	"OK"	"negbinomial.size"	2.195419312467e-49	1.34037667090485e-47	"ENSG00000126267"	"COX6B1"	9066	FALSE
"ENSG00000099341"	"OK"	"negbinomial.size"	4.63079642269509e-38	2.05204033737298e-36	"ENSG00000099341"	"PSMD8"	4903	FALSE
"ENSG00000105372"	"OK"	"negbinomial.size"	9.25760705240064e-111	1.60976896302313e-108	"ENSG00000105372"	"RPS19"	12631	TRUE
"ENSG00000028277"	"OK"	"negbinomial.size"	3.79735286634658e-59	3.06848448970605e-57	"ENSG00000028277"	"POU2F2"	258	TRUE
"ENSG00000063177"	"OK"	"negbinomial.size"	7.7633016607225e-44	4.03956344368731e-42	"ENSG00000063177"	"RPL18"	12595	FALSE
"ENSG00000126457"	"OK"	"negbinomial.size"	5.33619339985423e-81	6.21214311303369e-79	"ENSG00000126457"	"PRMT1"	5330	FALSE
"ENSG00000129824"	"OK"	"negbinomial.size"	0	0	"ENSG00000129824"	"RPS4Y1"	3892	TRUE
"ENSG00000233864"	"OK"	"negbinomial.size"	1.90362148554742e-52	1.22770180032699e-50	"ENSG00000233864"	"TTTY15"	329	TRUE
"ENSG00000067048"	"OK"	"negbinomial.size"	9.67938237614859e-56	6.7839630459772e-54	"ENSG00000067048"	"DDX3Y"	371	FALSE
"ENSG00000176728"	"OK"	"negbinomial.size"	9.16724811965119e-40	4.26883008202198e-38	"ENSG00000176728"	"TTTY14"	260	FALSE
"ENSG00000198692"	"OK"	"negbinomial.size"	0	0	"ENSG00000198692"	"EIF1AY"	1979	TRUE
"ENSG00000093010"	"OK"	"negbinomial.size"	2.31587059035817e-136	5.48501970685348e-134	"ENSG00000093010"	"COMT"	391	FALSE
"ENSG00000250479"	"OK"	"negbinomial.size"	6.67950762995867e-75	7.39970938005986e-73	"ENSG00000250479"	"CHCHD10"	2925	FALSE
"ENSG00000240972"	"OK"	"negbinomial.size"	7.46671899986755e-82	8.84226887079143e-80	"ENSG00000240972"	"MIF"	2993	FALSE
"ENSG00000225783"	"OK"	"negbinomial.size"	1.05729864123007e-44	5.62950055603776e-43	"ENSG00000225783"	"MIAT"	1526	TRUE
"ENSG00000189060"	"OK"	"negbinomial.size"	4.02919435563269e-111	7.09603113632388e-109	"ENSG00000189060"	"H1F0"	1946	TRUE
"ENSG00000100129"	"OK"	"negbinomial.size"	1.14293138061389e-58	9.11903950579516e-57	"ENSG00000100129"	"EIF3L"	9732	FALSE
"ENSG00000100316"	"OK"	"negbinomial.size"	0	0	"ENSG00000100316"	"RPL3"	12623	TRUE
"ENSG00000100354"	"OK"	"negbinomial.size"	3.36695135271087e-46	1.85750243904374e-44	"ENSG00000100354"	"TNRC6B"	3336	FALSE
"ENSG00000100138"	"OK"	"negbinomial.size"	3.26833760521334e-41	1.59776347625679e-39	"ENSG00000100138"	"SNU13"	6568	FALSE
"ENSG00000184983"	"OK"	"negbinomial.size"	2.79776575149093e-69	2.80532176118473e-67	"ENSG00000184983"	"NDUFA6"	6717	FALSE
"ENSG00000241837"	"OK"	"negbinomial.size"	5.49232859820992e-41	2.65662387160598e-39	"ENSG00000241837"	"ATP5O"	8318	FALSE
"ENSG00000205581"	"OK"	"negbinomial.size"	3.95468743913011e-54	2.71627706756652e-52	"ENSG00000205581"	"HMGN1"	10942	TRUE
"ENSG00000160213"	"OK"	"negbinomial.size"	2.67552748306556e-58	2.08827960425407e-56	"ENSG00000160213"	"CSTB"	6410	FALSE
"ENSG00000198804"	"OK"	"negbinomial.size"	3.6014387452617e-63	3.23352706167712e-61	"ENSG00000198804"	"MT-CO1"	12539	TRUE
"ENSG00000228253"	"OK"	"negbinomial.size"	1.20462242505837e-52	7.84260580712171e-51	"ENSG00000228253"	"MT-ATP8"	4175	FALSE
"ENSG00000198899"	"OK"	"negbinomial.size"	9.74779936219074e-44	5.05303848446846e-42	"ENSG00000198899"	"MT-ATP6"	12260	TRUE
"ENSG00000198938"	"OK"	"negbinomial.size"	1.27265210585295e-60	1.04685161545521e-58	"ENSG00000198938"	"MT-CO3"	12462	TRUE
"ENSG00000198840"	"OK"	"negbinomial.size"	1.52473419941217e-53	1.02172066816219e-51	"ENSG00000198840"	"MT-ND3"	11734	TRUE
"ENSG00000212907"	"OK"	"negbinomial.size"	1.44445765811616e-228	6.2007858904818e-226	"ENSG00000212907"	"MT-ND4L"	6697	TRUE
"ENSG00000198886"	"OK"	"negbinomial.size"	7.00371934560042e-100	1.09329650739219e-97	"ENSG00000198886"	"MT-ND4"	12382	TRUE
