"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000213719"	"OK"	"negbinomial.size"	6.34718083181613e-123	2.17978057716646e-120	"ENSG00000213719"	"CLIC1"	2583	TRUE
"ENSG00000137309"	"OK"	"negbinomial.size"	3.0078002282888e-146	1.21523975694127e-143	"ENSG00000137309"	"HMGA1"	10823	TRUE
"ENSG00000096384"	"OK"	"negbinomial.size"	1.85892004026828e-89	4.25599743219422e-87	"ENSG00000096384"	"HSP90AB1"	11759	TRUE
"ENSG00000120437"	"OK"	"negbinomial.size"	1.8766307228695e-162	8.31589556130916e-160	"ENSG00000120437"	"ACAT2"	6307	TRUE
"ENSG00000122566"	"OK"	"negbinomial.size"	2.32195642087407e-58	3.25476687281092e-56	"ENSG00000122566"	"HNRNPA2B1"	9831	TRUE
"ENSG00000198157"	"OK"	"negbinomial.size"	1.42903940279234e-44	1.41228160260133e-42	"ENSG00000198157"	"HMGN5"	1785	FALSE
"ENSG00000079459"	"OK"	"negbinomial.size"	2.72342972530583e-61	4.11118177324464e-59	"ENSG00000079459"	"FDFT1"	5797	TRUE
"ENSG00000104332"	"OK"	"negbinomial.size"	4.27766310612965e-55	5.4917998213928e-53	"ENSG00000104332"	"SFRP1"	1494	FALSE
"ENSG00000164985"	"OK"	"negbinomial.size"	3.28443155260632e-39	2.73443855988806e-37	"ENSG00000164985"	"PSIP1"	5944	FALSE
"ENSG00000147872"	"OK"	"negbinomial.size"	4.08855569455306e-48	4.52939432065125e-46	"ENSG00000147872"	"PLIN2"	1550	FALSE
"ENSG00000106853"	"OK"	"negbinomial.size"	6.04356749663352e-41	5.49804547690428e-39	"ENSG00000106853"	"PTGR1"	770	FALSE
"ENSG00000188229"	"OK"	"negbinomial.size"	2.35999656164867e-39	1.98891243971582e-37	"ENSG00000188229"	"TUBB4B"	4813	TRUE
"ENSG00000177600"	"OK"	"negbinomial.size"	4.52713735840256e-225	3.1094642946188e-222	"ENSG00000177600"	"RPLP2"	12624	TRUE
"ENSG00000133812"	"OK"	"negbinomial.size"	1.24482252981437e-39	1.08228652481393e-37	"ENSG00000133812"	"SBF2"	1349	TRUE
"ENSG00000134333"	"OK"	"negbinomial.size"	1.97947471490242e-170	1.00711274661535e-167	"ENSG00000134333"	"LDHA"	3401	TRUE
"ENSG00000110492"	"OK"	"negbinomial.size"	2.07711377314596e-128	7.50876628992263e-126	"ENSG00000110492"	"MDK"	11065	TRUE
"ENSG00000110092"	"OK"	"negbinomial.size"	6.39103588187807e-88	1.4160267727316e-85	"ENSG00000110092"	"CCND1"	2818	TRUE
"ENSG00000151465"	"OK"	"negbinomial.size"	4.01591774864923e-39	3.32329289838521e-37	"ENSG00000151465"	"CDC123"	2988	FALSE
"ENSG00000171314"	"OK"	"negbinomial.size"	3.17774746050065e-54	3.96842880589977e-52	"ENSG00000171314"	"PGAM1"	6731	FALSE
"ENSG00000111669"	"OK"	"negbinomial.size"	3.78451586578012e-117	1.1815430556414e-114	"ENSG00000111669"	"TPI1"	9142	TRUE
"ENSG00000008394"	"OK"	"negbinomial.size"	7.42352533554223e-108	2.16972271349667e-105	"ENSG00000008394"	"MGST1"	5573	TRUE
"ENSG00000123416"	"OK"	"negbinomial.size"	1.31079300579533e-62	2.04617767279664e-60	"ENSG00000123416"	"TUBA1B"	11623	TRUE
"ENSG00000167553"	"OK"	"negbinomial.size"	1.1195266188812e-55	1.45084312863878e-53	"ENSG00000167553"	"TUBA1C"	1395	TRUE
"ENSG00000250742"	"OK"	"negbinomial.size"	1.48028742390959e-36	1.11729166715637e-34	"ENSG00000250742"	"RP11-834C11.4"	2986	TRUE
"ENSG00000166598"	"OK"	"negbinomial.size"	5.08815060430125e-68	9.19683221727451e-66	"ENSG00000166598"	"HSP90B1"	6144	TRUE
"ENSG00000189403"	"OK"	"negbinomial.size"	3.30921216502279e-56	4.37102379912673e-54	"ENSG00000189403"	"HMGB1"	11537	TRUE
"ENSG00000119705"	"OK"	"negbinomial.size"	1.26866999539134e-36	9.68206651482824e-35	"ENSG00000119705"	"SLIRP"	8599	FALSE
"ENSG00000080824"	"OK"	"negbinomial.size"	0	0	"ENSG00000080824"	"HSP90AA1"	11399	TRUE
"ENSG00000100664"	"OK"	"negbinomial.size"	9.17602136700779e-52	1.07735902152638e-49	"ENSG00000100664"	"EIF5"	8017	FALSE
"ENSG00000166165"	"OK"	"negbinomial.size"	1.10652329571046e-186	6.33346271382272e-184	"ENSG00000166165"	"CKB"	11425	TRUE
"ENSG00000182636"	"OK"	"negbinomial.size"	3.02600689947244e-83	6.29822072394742e-81	"ENSG00000182636"	"NDN"	4292	TRUE
"ENSG00000182117"	"OK"	"negbinomial.size"	2.13026511492546e-40	1.88796463766007e-38	"ENSG00000182117"	"NOP10"	6616	FALSE
"ENSG00000167004"	"OK"	"negbinomial.size"	1.07166625284975e-41	9.94694548337638e-40	"ENSG00000167004"	"PDIA3"	3693	FALSE
"ENSG00000182718"	"OK"	"negbinomial.size"	1.45408416193348e-191	8.68467570977401e-189	"ENSG00000182718"	"ANXA2"	1884	TRUE
"ENSG00000137818"	"OK"	"negbinomial.size"	0	0	"ENSG00000137818"	"RPLP1"	12629	TRUE
"ENSG00000067225"	"OK"	"negbinomial.size"	6.98026030050656e-86	1.49824743356342e-83	"ENSG00000067225"	"PKM"	7452	TRUE
"ENSG00000041357"	"OK"	"negbinomial.size"	7.06389097109875e-58	9.70366702699835e-56	"ENSG00000041357"	"PSMA4"	6989	TRUE
"ENSG00000103485"	"OK"	"negbinomial.size"	4.02366021348486e-134	1.53536167646227e-131	"ENSG00000103485"	"QPRT"	2881	TRUE
"ENSG00000149925"	"OK"	"negbinomial.size"	7.11263838893995e-37	5.48911873870045e-35	"ENSG00000149925"	"ALDOA"	6213	FALSE
"ENSG00000103035"	"OK"	"negbinomial.size"	7.623013828118e-40	6.71265006133699e-38	"ENSG00000103035"	"PSMD7"	4464	FALSE
"ENSG00000132507"	"OK"	"negbinomial.size"	3.48030753903285e-66	5.97612308296178e-64	"ENSG00000132507"	"EIF5A"	6818	TRUE
"ENSG00000161970"	"OK"	"negbinomial.size"	5.60531905739474e-123	1.97436584337004e-120	"ENSG00000161970"	"RPL26"	12629	TRUE
"ENSG00000109113"	"OK"	"negbinomial.size"	8.25259469545997e-61	1.23223797099493e-58	"ENSG00000109113"	"RAB34"	1247	FALSE
"ENSG00000260027"	"OK"	"negbinomial.size"	1.25881593260135e-47	1.36160271386966e-45	"ENSG00000260027"	"HOXB7"	1067	TRUE
"ENSG00000170689"	"OK"	"negbinomial.size"	2.73040723491609e-42	2.58673132317533e-40	"ENSG00000170689"	"HOXB9"	630	TRUE
"ENSG00000167085"	"OK"	"negbinomial.size"	6.90042987934276e-41	6.23626350345602e-39	"ENSG00000167085"	"PHB"	5535	FALSE
"ENSG00000239672"	"OK"	"negbinomial.size"	5.79506853578257e-56	7.58160537867097e-54	"ENSG00000239672"	"NME1"	7766	FALSE
"ENSG00000169750"	"OK"	"negbinomial.size"	4.14868352391595e-51	4.74920546400279e-49	"ENSG00000169750"	"RAC3"	2954	FALSE
"ENSG00000101294"	"OK"	"negbinomial.size"	1.94411822550401e-36	1.45143217737764e-34	"ENSG00000101294"	"HM13"	2023	FALSE
"ENSG00000177410"	"OK"	"negbinomial.size"	1.79449269350371e-51	2.07150807820676e-49	"ENSG00000177410"	"ZFAS1"	11317	TRUE
"ENSG00000000419"	"OK"	"negbinomial.size"	1.35772586996877e-41	1.25175035407792e-39	"ENSG00000000419"	"DPM1"	1696	FALSE
"ENSG00000171858"	"OK"	"negbinomial.size"	5.47592667870338e-90	1.27496279297201e-87	"ENSG00000171858"	"RPS21"	12542	FALSE
"ENSG00000172270"	"OK"	"negbinomial.size"	3.62998728403317e-42	3.41542022744957e-40	"ENSG00000172270"	"BSG"	6839	FALSE
"ENSG00000179218"	"OK"	"negbinomial.size"	4.07332513296101e-90	9.64745988818713e-88	"ENSG00000179218"	"CALR"	5569	TRUE
"ENSG00000105655"	"OK"	"negbinomial.size"	2.98529439041788e-48	3.33406414968865e-46	"ENSG00000105655"	"ISYNA1"	1396	FALSE
"ENSG00000126457"	"OK"	"negbinomial.size"	4.93295152792034e-45	4.98264376022365e-43	"ENSG00000126457"	"PRMT1"	5330	FALSE
"ENSG00000129824"	"OK"	"negbinomial.size"	0	0	"ENSG00000129824"	"RPS4Y1"	3892	TRUE
"ENSG00000198692"	"OK"	"negbinomial.size"	1.30855683004756e-219	8.5598310354111e-217	"ENSG00000198692"	"EIF1AY"	1979	TRUE
"ENSG00000250479"	"OK"	"negbinomial.size"	3.80239728754737e-42	3.55330146524069e-40	"ENSG00000250479"	"CHCHD10"	2925	FALSE
"ENSG00000189060"	"OK"	"negbinomial.size"	3.08885003565669e-71	5.89326846386333e-69	"ENSG00000189060"	"H1F0"	1946	TRUE
"ENSG00000184983"	"OK"	"negbinomial.size"	2.64366824411105e-45	2.71015452756369e-43	"ENSG00000184983"	"NDUFA6"	6717	FALSE
"ENSG00000198886"	"OK"	"negbinomial.size"	1.06261668396678e-62	1.67783510202893e-60	"ENSG00000198886"	"MT-ND4"	12382	TRUE
