"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000137203"	"OK"	"negbinomial.size"	2.24001611520505e-73	1.82187977370011e-71	"ENSG00000137203"	"TFAP2A"	649	TRUE
"ENSG00000184357"	"OK"	"negbinomial.size"	3.88674472621434e-45	1.8967314263926e-43	"ENSG00000184357"	"HIST1H1B"	168	TRUE
"ENSG00000106153"	"OK"	"negbinomial.size"	0	0	"ENSG00000106153"	"CHCHD2"	1761	TRUE
"ENSG00000279483"	"OK"	"negbinomial.size"	0	0	"ENSG00000279483"	"AC090498.1"	5819	TRUE
"ENSG00000002586"	"OK"	"negbinomial.size"	2.59993247814249e-56	1.63202400536678e-54	"ENSG00000002586"	"CD99"	1197	TRUE
"ENSG00000146938"	"OK"	"negbinomial.size"	1.77292549763517e-110	2.1805542218069e-108	"ENSG00000146938"	"NLGN4X"	2956	TRUE
"ENSG00000205542"	"OK"	"negbinomial.size"	0	0	"ENSG00000205542"	"TMSB4X"	9693	TRUE
"ENSG00000046653"	"OK"	"negbinomial.size"	7.15837515360017e-45	3.42695883935644e-43	"ENSG00000046653"	"GPM6B"	2218	TRUE
"ENSG00000123131"	"OK"	"negbinomial.size"	9.88131291682493e-324	3.73513628255982e-321	"ENSG00000123131"	"PRDX4"	4409	TRUE
"ENSG00000130066"	"OK"	"negbinomial.size"	0	0	"ENSG00000130066"	"SAT1"	4845	TRUE
"ENSG00000102309"	"OK"	"negbinomial.size"	4.37827716608852e-234	1.16201012225591e-231	"ENSG00000102309"	"PIN4"	6127	TRUE
"ENSG00000198034"	"OK"	"negbinomial.size"	0	0	"ENSG00000198034"	"RPS4X"	9681	TRUE
"ENSG00000102290"	"OK"	"negbinomial.size"	6.38825822616711e-37	2.42818016194613e-35	"ENSG00000102290"	"PCDH11X"	328	TRUE
"ENSG00000147202"	"OK"	"negbinomial.size"	6.46089645066598e-320	2.38391318335472e-317	"ENSG00000147202"	"DIAPH2"	4416	TRUE
"ENSG00000102024"	"OK"	"negbinomial.size"	1.22153125145372e-185	2.79989769272603e-183	"ENSG00000102024"	"PLS3"	3145	TRUE
"ENSG00000229335"	"OK"	"negbinomial.size"	4.03648238079337e-88	3.79278915879764e-86	"ENSG00000229335"	"DANT1"	1384	TRUE
"ENSG00000134590"	"OK"	"negbinomial.size"	9.3450516008163e-44	4.31012014076674e-42	"ENSG00000134590"	"FAM127A"	1703	FALSE
"ENSG00000203950"	"OK"	"negbinomial.size"	5.0457128929731e-45	2.44652386682362e-43	"ENSG00000203950"	"FAM127B"	2084	FALSE
"ENSG00000129295"	"OK"	"negbinomial.size"	1.34747061665032e-40	5.84084111423671e-39	"ENSG00000129295"	"LRRC6"	375	TRUE
"ENSG00000214026"	"OK"	"negbinomial.size"	5.99532103250793e-114	7.6862047948966e-112	"ENSG00000214026"	"MRPL23"	1644	TRUE
"ENSG00000166337"	"OK"	"negbinomial.size"	1.02081055178142e-44	4.85623334193376e-43	"ENSG00000166337"	"TAF10"	2433	FALSE
"ENSG00000107485"	"OK"	"negbinomial.size"	3.91483798854365e-48	2.03517763198242e-46	"ENSG00000107485"	"GATA3"	750	TRUE
"ENSG00000148677"	"OK"	"negbinomial.size"	8.87021411349478e-60	5.83428691778039e-58	"ENSG00000148677"	"ANKRD1"	322	TRUE
"ENSG00000136167"	"OK"	"negbinomial.size"	1.63315977947783e-44	7.72076285748145e-43	"ENSG00000136167"	"LCP1"	416	TRUE
"ENSG00000134873"	"OK"	"negbinomial.size"	1.07980238709913e-45	5.33831716079597e-44	"ENSG00000134873"	"CLDN10"	722	TRUE
"ENSG00000128463"	"OK"	"negbinomial.size"	1.70856365590272e-44	8.05207195841006e-43	"ENSG00000128463"	"EMC4"	2235	FALSE
"ENSG00000166450"	"OK"	"negbinomial.size"	1.82333579855068e-44	8.56628073306668e-43	"ENSG00000166450"	"PRTG"	334	TRUE
"ENSG00000166426"	"OK"	"negbinomial.size"	3.05319965379112e-122	4.27674114468075e-120	"ENSG00000166426"	"CRABP1"	2274	TRUE
"ENSG00000184697"	"OK"	"negbinomial.size"	3.45851475376781e-36	1.28868007869457e-34	"ENSG00000184697"	"CLDN6"	2173	TRUE
"ENSG00000171345"	"OK"	"negbinomial.size"	4.62912939869602e-75	3.86903146649024e-73	"ENSG00000171345"	"KRT19"	1580	TRUE
"ENSG00000087510"	"OK"	"negbinomial.size"	9.22837700993636e-39	3.78338448255602e-37	"ENSG00000087510"	"TFAP2C"	1441	TRUE
"ENSG00000213988"	"OK"	"negbinomial.size"	3.8628625208679e-50	2.09452990020393e-48	"ENSG00000213988"	"ZNF90"	2568	TRUE
"ENSG00000280623"	"OK"	"negbinomial.size"	3.0528459524672e-101	3.37105500503094e-99	"ENSG00000280623"	"PCAT14"	1685	TRUE
