"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000205542"	"OK"	"negbinomial.size"	0	0	"ENSG00000205542"	"TMSB4X"	12575	TRUE
"ENSG00000046653"	"OK"	"negbinomial.size"	9.88985987415627e-107	2.8303542727351e-104	"ENSG00000046653"	"GPM6B"	3958	FALSE
"ENSG00000182287"	"OK"	"negbinomial.size"	2.91687063484479e-165	1.33563506369543e-162	"ENSG00000182287"	"AP1S2"	4084	TRUE
"ENSG00000173674"	"OK"	"negbinomial.size"	1.66949114578731e-113	5.09639997104007e-111	"ENSG00000173674"	"EIF1AX"	7201	FALSE
"ENSG00000102172"	"OK"	"negbinomial.size"	4.8481128981113e-178	2.6639410752542e-175	"ENSG00000102172"	"SMS"	7011	TRUE
"ENSG00000130741"	"OK"	"negbinomial.size"	8.10546980930822e-59	1.14788493577801e-56	"ENSG00000130741"	"EIF2S3"	3657	FALSE
"ENSG00000147123"	"OK"	"negbinomial.size"	1.86757895021097e-90	4.50086527000843e-88	"ENSG00000147123"	"NDUFB11"	7761	FALSE
"ENSG00000196368"	"OK"	"negbinomial.size"	7.80851920182818e-99	2.02387977878328e-96	"ENSG00000196368"	"NUDT11"	3202	FALSE
"ENSG00000179222"	"OK"	"negbinomial.size"	4.79812357300148e-45	4.88235729794973e-43	"ENSG00000179222"	"MAGED1"	3225	FALSE
"ENSG00000089289"	"OK"	"negbinomial.size"	1.12073638942469e-120	3.66560851941118e-118	"ENSG00000089289"	"IGBP1"	3712	TRUE
"ENSG00000102309"	"OK"	"negbinomial.size"	8.0424260079238e-46	8.36960652051889e-44	"ENSG00000102309"	"PIN4"	4333	FALSE
"ENSG00000198034"	"OK"	"negbinomial.size"	0	0	"ENSG00000198034"	"RPS4X"	12619	TRUE
"ENSG00000147180"	"OK"	"negbinomial.size"	5.42978026788011e-103	1.52222227632386e-100	"ENSG00000147180"	"ZNF711"	2072	TRUE
"ENSG00000158164"	"OK"	"negbinomial.size"	5.08900459311611e-52	6.02652207721e-50	"ENSG00000158164"	"TMSB15A"	8987	TRUE
"ENSG00000180964"	"OK"	"negbinomial.size"	9.12469242325413e-244	6.59715262201274e-241	"ENSG00000180964"	"TCEAL8"	5166	TRUE
"ENSG00000182916"	"OK"	"negbinomial.size"	3.59811258256102e-91	8.826298669043e-89	"ENSG00000182916"	"TCEAL7"	636	TRUE
"ENSG00000185222"	"OK"	"negbinomial.size"	7.34775893833032e-246	5.60756469643575e-243	"ENSG00000185222"	"WBP5"	5461	TRUE
"ENSG00000166681"	"OK"	"negbinomial.size"	0	0	"ENSG00000166681"	"NGFRAP1"	10459	TRUE
"ENSG00000133142"	"OK"	"negbinomial.size"	6.09279340091802e-77	1.1956671849773e-74	"ENSG00000133142"	"TCEAL4"	5000	FALSE
"ENSG00000123562"	"OK"	"negbinomial.size"	7.28833682368149e-67	1.28358824290914e-64	"ENSG00000123562"	"MORF4L2"	5819	FALSE
"ENSG00000158427"	"OK"	"negbinomial.size"	9.12988558007424e-102	2.5083447642696e-99	"ENSG00000158427"	"TMSB15B"	1311	FALSE
"ENSG00000077264"	"OK"	"negbinomial.size"	3.27442318635217e-65	5.48545747694144e-63	"ENSG00000077264"	"PAK3"	1330	TRUE
"ENSG00000077279"	"OK"	"negbinomial.size"	7.35961586010105e-256	6.73993620468055e-253	"ENSG00000077279"	"DCX"	1946	TRUE
"ENSG00000198918"	"OK"	"negbinomial.size"	1.04883358280687e-39	9.17695982612609e-38	"ENSG00000198918"	"RPL39"	12631	FALSE
"ENSG00000101972"	"OK"	"negbinomial.size"	3.30204004483326e-36	2.43871634924056e-34	"ENSG00000101972"	"STAG2"	1992	FALSE
"ENSG00000156531"	"OK"	"negbinomial.size"	7.33762335565595e-57	9.88205216045547e-55	"ENSG00000156531"	"PHF6"	3447	FALSE
"ENSG00000134590"	"OK"	"negbinomial.size"	5.5876226471681e-112	1.66863418052496e-109	"ENSG00000134590"	"FAM127A"	2985	FALSE
"ENSG00000203950"	"OK"	"negbinomial.size"	1.68048036272545e-40	1.4990103079714e-38	"ENSG00000203950"	"FAM127B"	3448	FALSE
"ENSG00000022267"	"OK"	"negbinomial.size"	1.50669725670539e-62	2.32556182195078e-60	"ENSG00000022267"	"FHL1"	2900	FALSE
"ENSG00000147274"	"OK"	"negbinomial.size"	2.31308385533365e-306	2.26963092290845e-303	"ENSG00000147274"	"RBMX"	11925	TRUE
"ENSG00000129682"	"OK"	"negbinomial.size"	6.34675968184198e-48	6.97483501995707e-46	"ENSG00000129682"	"FGF13"	2142	FALSE
"ENSG00000185985"	"OK"	"negbinomial.size"	1.95285374425257e-42	1.86294110311094e-40	"ENSG00000185985"	"SLITRK2"	184	FALSE
"ENSG00000061337"	"OK"	"negbinomial.size"	8.64814834779617e-65	1.41428111730567e-62	"ENSG00000061337"	"LZTS1"	398	TRUE
"ENSG00000104722"	"OK"	"negbinomial.size"	3.20866826208931e-58	4.45227029457787e-56	"ENSG00000104722"	"NEFM"	1925	TRUE
"ENSG00000277586"	"OK"	"negbinomial.size"	2.45554360286623e-43	2.39232641649456e-41	"ENSG00000277586"	"NEFL"	3984	TRUE
"ENSG00000092964"	"OK"	"negbinomial.size"	1.44254202883072e-56	1.92390289806287e-54	"ENSG00000092964"	"DPYSL2"	4805	FALSE
"ENSG00000015592"	"OK"	"negbinomial.size"	2.79227117574166e-52	3.3646867667687e-50	"ENSG00000015592"	"STMN4"	763	TRUE
"ENSG00000147604"	"OK"	"negbinomial.size"	1.02794807501504e-40	9.22936124606642e-39	"ENSG00000147604"	"RPL7"	12624	TRUE
"ENSG00000104435"	"OK"	"negbinomial.size"	3.6170123466541e-155	1.5527155814371e-152	"ENSG00000104435"	"STMN2"	1663	TRUE
"ENSG00000184672"	"OK"	"negbinomial.size"	3.07945597535298e-37	2.4035503825809e-35	"ENSG00000184672"	"RALYL"	1475	FALSE
"ENSG00000070756"	"OK"	"negbinomial.size"	2.52766411041925e-48	2.84610835121552e-46	"ENSG00000070756"	"PABPC1"	11909	TRUE
"ENSG00000137154"	"OK"	"negbinomial.size"	4.56164628785535e-62	6.96259278402987e-60	"ENSG00000137154"	"RPS6"	12625	TRUE
"ENSG00000197958"	"OK"	"negbinomial.size"	1.83722605893932e-53	2.25339056889727e-51	"ENSG00000197958"	"RPL12"	12616	TRUE
"ENSG00000185201"	"OK"	"negbinomial.size"	2.84125795003239e-39	2.37990002802408e-37	"ENSG00000185201"	"IFITM2"	1167	FALSE
"ENSG00000251562"	"OK"	"negbinomial.size"	0	0	"ENSG00000251562"	"MALAT1"	12618	TRUE
"ENSG00000149273"	"OK"	"negbinomial.size"	7.09000740209776e-48	7.72979616528706e-46	"ENSG00000149273"	"RPS3"	12625	TRUE
"ENSG00000182667"	"OK"	"negbinomial.size"	1.63028175859322e-253	1.39969878236219e-250	"ENSG00000182667"	"NTM"	3569	TRUE
"ENSG00000111640"	"OK"	"negbinomial.size"	6.43348795582627e-59	9.20591917179015e-57	"ENSG00000111640"	"GAPDH"	12618	TRUE
"ENSG00000258017"	"OK"	"negbinomial.size"	3.48956650436789e-37	2.70825847855942e-35	"ENSG00000258017"	"RP11-386G11.10"	467	FALSE
"ENSG00000197111"	"OK"	"negbinomial.size"	1.22521597117231e-44	1.21962259391261e-42	"ENSG00000197111"	"PCBP2"	9262	FALSE
"ENSG00000229117"	"OK"	"negbinomial.size"	7.75427161631698e-86	1.63877583374379e-83	"ENSG00000229117"	"RPL41"	12631	TRUE
"ENSG00000120833"	"OK"	"negbinomial.size"	2.67673880824312e-63	4.27562337312043e-61	"ENSG00000120833"	"SOCS2"	2011	FALSE
"ENSG00000111142"	"OK"	"negbinomial.size"	4.19992841145121e-38	3.33493737503499e-36	"ENSG00000111142"	"METAP2"	8313	FALSE
"ENSG00000089009"	"OK"	"negbinomial.size"	0	0	"ENSG00000089009"	"RPL6"	12623	TRUE
"ENSG00000213741"	"OK"	"negbinomial.size"	0	0	"ENSG00000213741"	"RPS29"	12597	TRUE
"ENSG00000183648"	"OK"	"negbinomial.size"	1.61296053766994e-66	2.80471378556608e-64	"ENSG00000183648"	"NDUFB1"	6862	FALSE
"ENSG00000255198"	"OK"	"negbinomial.size"	5.62305903469358e-65	9.30650144091394e-63	"ENSG00000255198"	"SNHG9"	2660	FALSE
"ENSG00000167526"	"OK"	"negbinomial.size"	7.16555247418245e-166	3.39424808061532e-163	"ENSG00000167526"	"RPL13"	12629	TRUE
"ENSG00000233098"	"OK"	"negbinomial.size"	9.0844825673735e-73	1.75765545109873e-70	"ENSG00000233098"	"CCDC144NL-AS1"	3156	TRUE
"ENSG00000173812"	"OK"	"negbinomial.size"	2.40378791655789e-79	4.78562820431243e-77	"ENSG00000173812"	"EIF1"	11471	TRUE
"ENSG00000266402"	"OK"	"negbinomial.size"	0	0	"ENSG00000266402"	"SNHG25"	11294	TRUE
"ENSG00000172809"	"OK"	"negbinomial.size"	1.66327239511158e-69	3.04644971888638e-67	"ENSG00000172809"	"RPL38"	12600	FALSE
"ENSG00000184009"	"OK"	"negbinomial.size"	0	0	"ENSG00000184009"	"ACTG1"	12345	TRUE
"ENSG00000125977"	"OK"	"negbinomial.size"	9.03198490734061e-60	1.31991890076743e-57	"ENSG00000125977"	"EIF2S2"	8589	FALSE
"ENSG00000167658"	"OK"	"negbinomial.size"	4.59363492752122e-98	1.16856968517331e-95	"ENSG00000167658"	"EEF2"	11535	TRUE
"ENSG00000233927"	"OK"	"negbinomial.size"	7.17897641949273e-60	1.06040429112443e-57	"ENSG00000233927"	"RPS28"	12618	TRUE
"ENSG00000105372"	"OK"	"negbinomial.size"	8.67749900476327e-66	1.47163955343745e-63	"ENSG00000105372"	"RPS19"	12631	TRUE
"ENSG00000028277"	"OK"	"negbinomial.size"	5.46388611720929e-46	5.77364643016184e-44	"ENSG00000028277"	"POU2F2"	258	TRUE
"ENSG00000093010"	"OK"	"negbinomial.size"	2.56543645233402e-82	5.25991052921082e-80	"ENSG00000093010"	"COMT"	391	FALSE
"ENSG00000240972"	"OK"	"negbinomial.size"	6.53113349103767e-46	6.84871608903699e-44	"ENSG00000240972"	"MIF"	2993	FALSE
"ENSG00000100129"	"OK"	"negbinomial.size"	5.21612761107168e-39	4.29065538881986e-37	"ENSG00000100129"	"EIF3L"	9732	FALSE
"ENSG00000100316"	"OK"	"negbinomial.size"	4.21215107316555e-253	3.4036658407103e-250	"ENSG00000100316"	"RPL3"	12623	TRUE
"ENSG00000212907"	"OK"	"negbinomial.size"	4.29921597503982e-120	1.37344953137493e-117	"ENSG00000212907"	"MT-ND4L"	6697	TRUE
