"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000147123"	"OK"	"negbinomial.size"	3.97137706728624e-145	1.02933597685493e-142	"ENSG00000147123"	"NDUFB11"	7761	FALSE
"ENSG00000102225"	"OK"	"negbinomial.size"	1.08154134841798e-42	5.44217344440214e-41	"ENSG00000102225"	"CDK16"	1902	FALSE
"ENSG00000102109"	"OK"	"negbinomial.size"	5.71794787050366e-44	2.98659505312201e-42	"ENSG00000102109"	"PCSK1N"	331	TRUE
"ENSG00000196368"	"OK"	"negbinomial.size"	5.44865934642635e-159	1.4676124204286e-156	"ENSG00000196368"	"NUDT11"	3202	FALSE
"ENSG00000179222"	"OK"	"negbinomial.size"	1.9249822913404e-77	2.16749850296255e-75	"ENSG00000179222"	"MAGED1"	3225	FALSE
"ENSG00000204272"	"OK"	"negbinomial.size"	1.17867552015223e-60	9.75389495200674e-59	"ENSG00000204272"	"LINC01420"	5044	FALSE
"ENSG00000090776"	"OK"	"negbinomial.size"	7.5677034758244e-39	3.45373895838537e-37	"ENSG00000090776"	"EFNB1"	1286	FALSE
"ENSG00000181191"	"OK"	"negbinomial.size"	3.93988273424019e-41	1.91922585532828e-39	"ENSG00000181191"	"PJA1"	1224	FALSE
"ENSG00000089289"	"OK"	"negbinomial.size"	4.67501754174336e-195	1.56635892612021e-192	"ENSG00000089289"	"IGBP1"	3712	TRUE
"ENSG00000102309"	"OK"	"negbinomial.size"	6.62662175416287e-72	6.8962047755254e-70	"ENSG00000102309"	"PIN4"	4333	FALSE
"ENSG00000198034"	"OK"	"negbinomial.size"	0	0	"ENSG00000198034"	"RPS4X"	12619	TRUE
"ENSG00000280870"	"OK"	"negbinomial.size"	1.08236358087531e-45	5.90017004384292e-44	"ENSG00000280870"	"MIR325HG"	765	FALSE
"ENSG00000187325"	"OK"	"negbinomial.size"	2.19130910753505e-47	1.23368906599217e-45	"ENSG00000187325"	"TAF9B"	828	FALSE
"ENSG00000147145"	"OK"	"negbinomial.size"	6.29223359293277e-56	4.4326365572368e-54	"ENSG00000147145"	"LPAR4"	2226	FALSE
"ENSG00000147180"	"OK"	"negbinomial.size"	3.2130370713791e-177	9.39095537224142e-175	"ENSG00000147180"	"ZNF711"	2072	TRUE
"ENSG00000165194"	"OK"	"negbinomial.size"	2.35364922007204e-35	9.31760211415839e-34	"ENSG00000165194"	"PCDH19"	464	FALSE
"ENSG00000000003"	"OK"	"negbinomial.size"	2.69141668896953e-40	1.2793076490095e-38	"ENSG00000000003"	"TSPAN6"	3106	FALSE
"ENSG00000158164"	"OK"	"negbinomial.size"	2.1415876121808e-85	2.72398046560441e-83	"ENSG00000158164"	"TMSB15A"	8987	TRUE
"ENSG00000102409"	"OK"	"negbinomial.size"	1.77239331655459e-42	8.82150977880812e-41	"ENSG00000102409"	"BEX4"	3735	FALSE
"ENSG00000180964"	"OK"	"negbinomial.size"	0	0	"ENSG00000180964"	"TCEAL8"	5166	TRUE
"ENSG00000182916"	"OK"	"negbinomial.size"	3.80089203835803e-129	8.70214232182071e-127	"ENSG00000182916"	"TCEAL7"	636	TRUE
"ENSG00000185222"	"OK"	"negbinomial.size"	0	0	"ENSG00000185222"	"WBP5"	5461	TRUE
"ENSG00000166681"	"OK"	"negbinomial.size"	0	0	"ENSG00000166681"	"NGFRAP1"	10459	TRUE
"ENSG00000133142"	"OK"	"negbinomial.size"	8.26191335526761e-129	1.86055579936576e-126	"ENSG00000133142"	"TCEAL4"	5000	FALSE
"ENSG00000196507"	"OK"	"negbinomial.size"	1.39221291329128e-45	7.55922086556611e-44	"ENSG00000196507"	"TCEAL3"	1143	FALSE
"ENSG00000123562"	"OK"	"negbinomial.size"	9.32295247931652e-105	1.5246356929568e-102	"ENSG00000123562"	"MORF4L2"	5819	FALSE
"ENSG00000123560"	"OK"	"negbinomial.size"	1.48352834433894e-38	6.65987871443923e-37	"ENSG00000123560"	"PLP1"	1038	FALSE
"ENSG00000158427"	"OK"	"negbinomial.size"	3.48462560892773e-162	9.57366039796804e-160	"ENSG00000158427"	"TMSB15B"	1311	FALSE
"ENSG00000089682"	"OK"	"negbinomial.size"	5.72583830493525e-36	2.34094764270523e-34	"ENSG00000089682"	"RBM41"	811	FALSE
"ENSG00000077264"	"OK"	"negbinomial.size"	3.63990282271837e-115	6.84949932543593e-113	"ENSG00000077264"	"PAK3"	1330	TRUE
"ENSG00000077279"	"OK"	"negbinomial.size"	0	0	"ENSG00000077279"	"DCX"	1946	TRUE
"ENSG00000198918"	"OK"	"negbinomial.size"	8.52930729559591e-67	8.1935030992728e-65	"ENSG00000198918"	"RPL39"	12631	FALSE
"ENSG00000101972"	"OK"	"negbinomial.size"	1.49344407343846e-71	1.54251437870858e-69	"ENSG00000101972"	"STAG2"	1992	FALSE
"ENSG00000156531"	"OK"	"negbinomial.size"	6.96679060721749e-115	1.29328111582901e-112	"ENSG00000156531"	"PHF6"	3447	FALSE
"ENSG00000101928"	"OK"	"negbinomial.size"	1.38017834454069e-49	8.46406692810509e-48	"ENSG00000101928"	"MOSPD1"	775	FALSE
"ENSG00000134590"	"OK"	"negbinomial.size"	1.91160432414968e-181	5.70863230453135e-179	"ENSG00000134590"	"FAM127A"	2985	FALSE
"ENSG00000203950"	"OK"	"negbinomial.size"	2.36126162453329e-70	2.40271488416398e-68	"ENSG00000203950"	"FAM127B"	3448	FALSE
"ENSG00000169446"	"OK"	"negbinomial.size"	3.99849481750048e-40	1.88753688343657e-38	"ENSG00000169446"	"MMGT1"	781	FALSE
"ENSG00000022267"	"OK"	"negbinomial.size"	1.28485867631341e-119	2.59560347595842e-117	"ENSG00000022267"	"FHL1"	2900	FALSE
"ENSG00000102241"	"OK"	"negbinomial.size"	1.14842675584375e-58	9.11903950579516e-57	"ENSG00000102241"	"HTATSF1"	3670	FALSE
"ENSG00000147274"	"OK"	"negbinomial.size"	0	0	"ENSG00000147274"	"RBMX"	11925	TRUE
"ENSG00000129682"	"OK"	"negbinomial.size"	2.39444998177558e-64	2.19283729331008e-62	"ENSG00000129682"	"FGF13"	2142	FALSE
"ENSG00000185985"	"OK"	"negbinomial.size"	2.42051873441136e-68	2.39213423414452e-66	"ENSG00000185985"	"SLITRK2"	184	FALSE
"ENSG00000169057"	"OK"	"negbinomial.size"	1.27967852094128e-36	5.37582380494505e-35	"ENSG00000169057"	"MECP2"	1915	FALSE
"ENSG00000147403"	"OK"	"negbinomial.size"	1.17425869864287e-36	4.94809562676596e-35	"ENSG00000147403"	"RPL10"	12631	FALSE
"ENSG00000061337"	"OK"	"negbinomial.size"	1.73999081853772e-90	2.39022538742527e-88	"ENSG00000061337"	"LZTS1"	398	TRUE
"ENSG00000104722"	"OK"	"negbinomial.size"	9.79936882101886e-68	9.54708719817986e-66	"ENSG00000104722"	"NEFM"	1925	TRUE
"ENSG00000277586"	"OK"	"negbinomial.size"	3.0630772479069e-40	1.45094800532749e-38	"ENSG00000277586"	"NEFL"	3984	TRUE
"ENSG00000092964"	"OK"	"negbinomial.size"	1.57836582437534e-91	2.1901021544893e-89	"ENSG00000092964"	"DPYSL2"	4805	FALSE
"ENSG00000015592"	"OK"	"negbinomial.size"	6.780560285673e-61	5.7143899781773e-59	"ENSG00000015592"	"STMN4"	763	TRUE
"ENSG00000147604"	"OK"	"negbinomial.size"	4.69246626428739e-65	4.38506184166774e-63	"ENSG00000147604"	"RPL7"	12624	TRUE
"ENSG00000104435"	"OK"	"negbinomial.size"	1.19777488628596e-223	4.83936282732654e-221	"ENSG00000104435"	"STMN2"	1663	TRUE
"ENSG00000184672"	"OK"	"negbinomial.size"	1.51500218286567e-51	9.63499304908597e-50	"ENSG00000184672"	"RALYL"	1475	FALSE
"ENSG00000070756"	"OK"	"negbinomial.size"	3.29647702394582e-73	3.5656460533814e-71	"ENSG00000070756"	"PABPC1"	11909	TRUE
"ENSG00000137154"	"OK"	"negbinomial.size"	5.66400553654473e-113	1.02376900073046e-110	"ENSG00000137154"	"RPS6"	12625	TRUE
"ENSG00000197958"	"OK"	"negbinomial.size"	2.54560009876299e-100	4.01941477663301e-98	"ENSG00000197958"	"RPL12"	12616	TRUE
"ENSG00000148303"	"OK"	"negbinomial.size"	1.63006072307175e-55	1.13091637135539e-53	"ENSG00000148303"	"RPL7A"	12622	TRUE
"ENSG00000185201"	"OK"	"negbinomial.size"	4.90822079554193e-62	4.18784031480494e-60	"ENSG00000185201"	"IFITM2"	1167	FALSE
"ENSG00000255823"	"OK"	"negbinomial.size"	3.97052181998456e-44	2.08977234640337e-42	"ENSG00000255823"	"MTRNR2L8"	322	FALSE
"ENSG00000198168"	"OK"	"negbinomial.size"	3.32055652732956e-43	1.70203302298232e-41	"ENSG00000198168"	"SVIP"	2907	TRUE
"ENSG00000121691"	"OK"	"negbinomial.size"	2.14051301743748e-48	1.25659091113413e-46	"ENSG00000121691"	"CAT"	205	FALSE
"ENSG00000167996"	"OK"	"negbinomial.size"	1.05173028790213e-57	7.89487375131782e-56	"ENSG00000167996"	"FTH1"	12356	TRUE
"ENSG00000214756"	"OK"	"negbinomial.size"	4.52509361125212e-39	2.0859466757641e-37	"ENSG00000214756"	"METTL12"	6604	TRUE
"ENSG00000149806"	"OK"	"negbinomial.size"	4.57435424491987e-41	2.22042064531676e-39	"ENSG00000149806"	"FAU"	12268	FALSE
"ENSG00000251562"	"OK"	"negbinomial.size"	0	0	"ENSG00000251562"	"MALAT1"	12618	TRUE
"ENSG00000149273"	"OK"	"negbinomial.size"	6.17401040574367e-72	6.47422755295426e-70	"ENSG00000149273"	"RPS3"	12625	TRUE
"ENSG00000137710"	"OK"	"negbinomial.size"	1.88487105820418e-35	7.5050648482756e-34	"ENSG00000137710"	"RDX"	6549	FALSE
"ENSG00000167283"	"OK"	"negbinomial.size"	6.14959443466505e-36	2.50180905360508e-34	"ENSG00000167283"	"ATP5L"	10985	FALSE
"ENSG00000182667"	"OK"	"negbinomial.size"	0	0	"ENSG00000182667"	"NTM"	3569	TRUE
"ENSG00000152465"	"OK"	"negbinomial.size"	2.48634401958101e-48	1.44724185580442e-46	"ENSG00000152465"	"NMT2"	2070	FALSE
"ENSG00000229124"	"OK"	"negbinomial.size"	1.7812345484239e-56	1.29464650749731e-54	"ENSG00000229124"	"VIM-AS1"	429	FALSE
"ENSG00000138136"	"OK"	"negbinomial.size"	1.94068674434977e-35	7.70497508876671e-34	"ENSG00000138136"	"LBX1"	368	TRUE
"ENSG00000111640"	"OK"	"negbinomial.size"	3.58246870001276e-81	4.20618568650217e-79	"ENSG00000111640"	"GAPDH"	12618	TRUE
"ENSG00000111716"	"OK"	"negbinomial.size"	1.49572039898913e-42	7.47153131669588e-41	"ENSG00000111716"	"LDHB"	11772	TRUE
"ENSG00000184613"	"OK"	"negbinomial.size"	9.45910358269832e-37	4.01048475047922e-35	"ENSG00000184613"	"NELL2"	1820	FALSE
"ENSG00000123416"	"OK"	"negbinomial.size"	1.03236878684493e-64	9.51788592274414e-63	"ENSG00000123416"	"TUBA1B"	11623	TRUE
"ENSG00000258017"	"OK"	"negbinomial.size"	4.88887091872809e-58	3.73102332280932e-56	"ENSG00000258017"	"RP11-386G11.10"	467	FALSE
"ENSG00000197111"	"OK"	"negbinomial.size"	1.34961828129115e-84	1.70089048899968e-82	"ENSG00000197111"	"PCBP2"	9262	FALSE
"ENSG00000135486"	"OK"	"negbinomial.size"	2.13468537417406e-40	1.01820045086906e-38	"ENSG00000135486"	"HNRNPA1"	12605	TRUE
"ENSG00000197728"	"OK"	"negbinomial.size"	1.95783123208058e-47	1.11135238161533e-45	"ENSG00000197728"	"RPS26"	11424	TRUE
"ENSG00000229117"	"OK"	"negbinomial.size"	7.5471234243617e-127	1.59499745354549e-124	"ENSG00000229117"	"RPL41"	12631	TRUE
"ENSG00000133639"	"OK"	"negbinomial.size"	2.08896545169515e-39	9.69463459795145e-38	"ENSG00000133639"	"BTG1"	5857	FALSE
"ENSG00000120833"	"OK"	"negbinomial.size"	1.32022993127378e-96	1.99296687537449e-94	"ENSG00000120833"	"SOCS2"	2011	FALSE
"ENSG00000111142"	"OK"	"negbinomial.size"	2.44429839809108e-62	2.12514728446691e-60	"ENSG00000111142"	"METAP2"	8313	FALSE
"ENSG00000089009"	"OK"	"negbinomial.size"	0	0	"ENSG00000089009"	"RPL6"	12623	TRUE
"ENSG00000132341"	"OK"	"negbinomial.size"	6.2975186410503e-53	4.13918725225397e-51	"ENSG00000132341"	"RAN"	11404	TRUE
"ENSG00000189403"	"OK"	"negbinomial.size"	8.8245537148917e-74	9.69783155051738e-72	"ENSG00000189403"	"HMGB1"	11537	TRUE
"ENSG00000213741"	"OK"	"negbinomial.size"	0	0	"ENSG00000213741"	"RPS29"	12597	TRUE
"ENSG00000186469"	"OK"	"negbinomial.size"	8.90233720584772e-39	4.02274362489244e-37	"ENSG00000186469"	"GNG2"	1135	FALSE
"ENSG00000183648"	"OK"	"negbinomial.size"	2.08543870543996e-116	3.97884326342065e-114	"ENSG00000183648"	"NDUFB1"	6862	FALSE
"ENSG00000185088"	"OK"	"negbinomial.size"	3.24033589797171e-48	1.8702728668251e-46	"ENSG00000185088"	"RPS27L"	9653	TRUE
"ENSG00000255198"	"OK"	"negbinomial.size"	6.52946971884254e-117	1.26331444405268e-114	"ENSG00000255198"	"SNHG9"	2660	FALSE
"ENSG00000260260"	"OK"	"negbinomial.size"	8.3067599444694e-40	3.88129120262504e-38	"ENSG00000260260"	"SNHG19"	3848	FALSE
"ENSG00000134419"	"OK"	"negbinomial.size"	2.10230097718495e-57	1.56952763715161e-55	"ENSG00000134419"	"RPS15A"	12630	TRUE
"ENSG00000167526"	"OK"	"negbinomial.size"	2.57453188263282e-272	1.26308373113311e-269	"ENSG00000167526"	"RPL13"	12629	TRUE
"ENSG00000185324"	"OK"	"negbinomial.size"	7.47131409343604e-37	3.19730347979847e-35	"ENSG00000185324"	"CDK10"	334	FALSE
"ENSG00000179314"	"OK"	"negbinomial.size"	5.27921919958207e-36	2.17127647139697e-34	"ENSG00000179314"	"WSCD1"	1715	FALSE
"ENSG00000161970"	"OK"	"negbinomial.size"	5.52481935069019e-213	1.99722219527451e-210	"ENSG00000161970"	"RPL26"	12629	TRUE
"ENSG00000226746"	"OK"	"negbinomial.size"	1.54781862993662e-62	1.35429200760761e-60	"ENSG00000226746"	"SMCR5"	1671	FALSE
"ENSG00000233098"	"OK"	"negbinomial.size"	2.17829624328327e-111	3.88613707714055e-109	"ENSG00000233098"	"CCDC144NL-AS1"	3156	TRUE
"ENSG00000006125"	"OK"	"negbinomial.size"	3.13583708027733e-56	2.24359343602967e-54	"ENSG00000006125"	"AP2B1"	3582	FALSE
"ENSG00000108298"	"OK"	"negbinomial.size"	5.03744499838539e-47	2.8244645690947e-45	"ENSG00000108298"	"RPL19"	12626	FALSE
"ENSG00000131747"	"OK"	"negbinomial.size"	9.65441379266663e-54	6.5011118759736e-52	"ENSG00000131747"	"TOP2A"	5974	TRUE
"ENSG00000173812"	"OK"	"negbinomial.size"	5.79253072988488e-84	7.10464237825255e-82	"ENSG00000173812"	"EIF1"	11471	TRUE
"ENSG00000136448"	"OK"	"negbinomial.size"	4.36516863915801e-48	2.50896743079973e-46	"ENSG00000136448"	"NMT1"	5081	FALSE
"ENSG00000266402"	"OK"	"negbinomial.size"	0	0	"ENSG00000266402"	"SNHG25"	11294	TRUE
"ENSG00000172809"	"OK"	"negbinomial.size"	1.9359736104126e-110	3.32430868577973e-108	"ENSG00000172809"	"RPL38"	12600	FALSE
"ENSG00000184009"	"OK"	"negbinomial.size"	0	0	"ENSG00000184009"	"ACTG1"	12345	TRUE
"ENSG00000125977"	"OK"	"negbinomial.size"	8.21970505210203e-90	1.11796127030421e-87	"ENSG00000125977"	"EIF2S2"	8589	FALSE
"ENSG00000124172"	"OK"	"negbinomial.size"	2.11241332925908e-36	8.74042828434696e-35	"ENSG00000124172"	"ATP5E"	11459	TRUE
"ENSG00000171858"	"OK"	"negbinomial.size"	4.17990938215988e-128	9.11419288614765e-126	"ENSG00000171858"	"RPS21"	12542	FALSE
"ENSG00000167658"	"OK"	"negbinomial.size"	8.44198830003299e-154	2.23014602456833e-151	"ENSG00000167658"	"EEF2"	11535	TRUE
"ENSG00000105426"	"OK"	"negbinomial.size"	8.6103555705395e-51	5.42570892075693e-49	"ENSG00000105426"	"PTPRS"	2014	TRUE
"ENSG00000233927"	"OK"	"negbinomial.size"	1.1782220041345e-89	1.58678781086232e-87	"ENSG00000233927"	"RPS28"	12618	TRUE
"ENSG00000099783"	"OK"	"negbinomial.size"	6.70727802603115e-49	4.05893736755903e-47	"ENSG00000099783"	"HNRNPM"	9788	TRUE
"ENSG00000221983"	"OK"	"negbinomial.size"	5.78584272039301e-47	3.23089924593653e-45	"ENSG00000221983"	"UBA52"	12160	FALSE
"ENSG00000105372"	"OK"	"negbinomial.size"	9.25760705240064e-111	1.60976896302313e-108	"ENSG00000105372"	"RPS19"	12631	TRUE
"ENSG00000028277"	"OK"	"negbinomial.size"	3.79735286634658e-59	3.06848448970605e-57	"ENSG00000028277"	"POU2F2"	258	TRUE
"ENSG00000063177"	"OK"	"negbinomial.size"	7.7633016607225e-44	4.03956344368731e-42	"ENSG00000063177"	"RPL18"	12595	FALSE
"ENSG00000093010"	"OK"	"negbinomial.size"	2.31587059035817e-136	5.48501970685348e-134	"ENSG00000093010"	"COMT"	391	FALSE
"ENSG00000240972"	"OK"	"negbinomial.size"	7.46671899986755e-82	8.84226887079143e-80	"ENSG00000240972"	"MIF"	2993	FALSE
"ENSG00000225783"	"OK"	"negbinomial.size"	1.05729864123007e-44	5.62950055603776e-43	"ENSG00000225783"	"MIAT"	1526	TRUE
